avg_travel_time,route,intersection_id,tollgate_id,time_window,start_time,date,time,weekday,timemap,pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation,last_20min,last_40min,last_60min,last_80min,last_100min,last_120min,wind_direction2,wind_speed2,precipitation2,SSD,SSD_level,is_workday,datemap
94.72,B-3,B,3,"[2016-10-05 12:40:00,2016-10-05 13:00:00)",2016-10-05 12:40:00,2016-10-05,12:40:00,2,39,1012,59.0,2.0,25.4,72.0,0.0,123.34,97.51,113.58,93.61,148.68,125.07,1,2,0,77.36503810612246,2,3,79
107.98,B-3,B,3,"[2016-10-05 13:00:00,2016-10-05 13:20:00)",2016-10-05 13:00:00,2016-10-05,13:00:00,2,40,1012,59.0,2.0,25.4,72.0,0.0,94.72,123.34,97.51,113.58,93.61,148.68,1,2,0,77.36503810612246,2,3,79
121.84,B-3,B,3,"[2016-10-05 13:20:00,2016-10-05 13:40:00)",2016-10-05 13:20:00,2016-10-05,13:20:00,2,41,1012,59.0,2.0,25.4,72.0,0.0,107.98,94.72,123.34,97.51,113.58,93.61,1,2,0,77.36503810612246,2,3,79
130.43,B-3,B,3,"[2016-10-05 13:40:00,2016-10-05 14:00:00)",2016-10-05 13:40:00,2016-10-05,13:40:00,2,42,1012,59.0,2.0,25.4,72.0,0.0,121.84,107.98,94.72,123.34,97.51,113.58,1,2,0,77.36503810612246,2,3,79
110.13,B-3,B,3,"[2016-10-05 14:00:00,2016-10-05 14:20:00)",2016-10-05 14:00:00,2016-10-05,14:00:00,2,43,1012,59.0,2.0,25.4,72.0,0.0,130.43,121.84,107.98,94.72,123.34,97.51,1,2,0,77.36503810612246,2,3,79
102.77,B-3,B,3,"[2016-10-05 14:20:00,2016-10-05 14:40:00)",2016-10-05 14:20:00,2016-10-05,14:20:00,2,44,1012,59.0,2.0,25.4,72.0,0.0,110.13,130.43,121.84,107.98,94.72,123.34,1,2,0,77.36503810612246,2,3,79
117.23,B-3,B,3,"[2016-10-05 14:40:00,2016-10-05 15:00:00)",2016-10-05 14:40:00,2016-10-05,14:40:00,2,45,1012,59.0,2.0,25.4,72.0,0.0,102.77,110.13,130.43,121.84,107.98,94.72,1,2,0,77.36503810612246,2,3,79
107.09,B-3,B,3,"[2016-10-05 15:00:00,2016-10-05 15:20:00)",2016-10-05 15:00:00,2016-10-05,15:00:00,2,46,1012,8.0,3.3,24.7,76.0,0.0,117.23,102.77,110.13,130.43,121.84,107.98,8,2,0,72.38370128866995,1,3,79
117.64,B-3,B,3,"[2016-10-05 15:20:00,2016-10-05 15:40:00)",2016-10-05 15:20:00,2016-10-05,15:20:00,2,47,1012,8.0,3.3,24.7,76.0,0.0,107.09,117.23,102.77,110.13,130.43,121.84,8,2,0,72.38370128866995,1,3,79
114.73,B-3,B,3,"[2016-10-05 15:40:00,2016-10-05 16:00:00)",2016-10-05 15:40:00,2016-10-05,15:40:00,2,48,1012,8.0,3.3,24.7,76.0,0.0,117.64,107.09,117.23,102.77,110.13,130.43,8,2,0,72.38370128866995,1,3,79
130.59,B-3,B,3,"[2016-10-05 16:00:00,2016-10-05 16:20:00)",2016-10-05 16:00:00,2016-10-05,16:00:00,2,49,1012,8.0,3.3,24.7,76.0,0.0,114.73,117.64,107.09,117.23,102.77,110.13,8,2,0,72.38370128866995,1,3,79
129.26,B-3,B,3,"[2016-10-05 16:20:00,2016-10-05 16:40:00)",2016-10-05 16:20:00,2016-10-05,16:20:00,2,50,1012,8.0,3.3,24.7,76.0,0.0,130.59,114.73,117.64,107.09,117.23,102.77,8,2,0,72.38370128866995,1,3,79
180.23,B-3,B,3,"[2016-10-05 16:40:00,2016-10-05 17:00:00)",2016-10-05 16:40:00,2016-10-05,16:40:00,2,51,1012,8.0,3.3,24.7,76.0,0.0,129.26,130.59,114.73,117.64,107.09,117.23,8,2,0,72.38370128866995,1,3,79
133.03,B-3,B,3,"[2016-10-05 17:00:00,2016-10-05 17:20:00)",2016-10-05 17:00:00,2016-10-05,17:00:00,2,52,1012,8.0,3.3,24.7,76.0,0.0,180.23,129.26,130.59,114.73,117.64,107.09,8,2,0,72.38370128866995,1,3,79
106.31,B-3,B,3,"[2016-10-05 17:20:00,2016-10-05 17:40:00)",2016-10-05 17:20:00,2016-10-05,17:20:00,2,53,1012,8.0,3.3,24.7,76.0,0.0,133.03,180.23,129.26,130.59,114.73,117.64,8,2,0,72.38370128866995,1,3,79
147.96,B-3,B,3,"[2016-10-05 17:40:00,2016-10-05 18:00:00)",2016-10-05 17:40:00,2016-10-05,17:40:00,2,54,1012,8.0,3.3,24.7,76.0,0.0,106.31,133.03,180.23,129.26,130.59,114.73,8,2,0,72.38370128866995,1,3,79
112.4,B-3,B,3,"[2016-10-05 18:00:00,2016-10-05 18:20:00)",2016-10-05 18:00:00,2016-10-05,18:00:00,2,55,1012,84.0,2.0,24.2,86.0,0.0,147.96,106.31,133.03,180.23,129.26,130.59,2,2,0,76.8337312,2,3,79
114.81,B-3,B,3,"[2016-10-05 18:20:00,2016-10-05 18:40:00)",2016-10-05 18:20:00,2016-10-05,18:20:00,2,56,1012,84.0,2.0,24.2,86.0,0.0,112.4,147.96,106.31,133.03,180.23,129.26,2,2,0,76.8337312,2,3,79
82.89,B-3,B,3,"[2016-10-05 18:40:00,2016-10-05 19:00:00)",2016-10-05 18:40:00,2016-10-05,18:40:00,2,57,1012,84.0,2.0,24.2,86.0,0.0,114.81,112.4,147.96,106.31,133.03,180.23,2,2,0,76.8337312,2,3,79
108.48,B-3,B,3,"[2016-10-05 19:00:00,2016-10-05 19:20:00)",2016-10-05 19:00:00,2016-10-05,19:00:00,2,58,1012,84.0,2.0,24.2,86.0,0.0,82.89,114.81,112.4,147.96,106.31,133.03,2,2,0,76.8337312,2,3,79
111.49,B-3,B,3,"[2016-10-05 19:20:00,2016-10-05 19:40:00)",2016-10-05 19:20:00,2016-10-05,19:20:00,2,59,1012,84.0,2.0,24.2,86.0,0.0,108.48,82.89,114.81,112.4,147.96,106.31,2,2,0,76.8337312,2,3,79
96.25,B-3,B,3,"[2016-10-05 19:40:00,2016-10-05 20:00:00)",2016-10-05 19:40:00,2016-10-05,19:40:00,2,60,1012,84.0,2.0,24.2,86.0,0.0,111.49,108.48,82.89,114.81,112.4,147.96,2,2,0,76.8337312,2,3,79
118.43,B-3,B,3,"[2016-10-05 20:00:00,2016-10-05 20:20:00)",2016-10-05 20:00:00,2016-10-05,20:00:00,2,61,1012,84.0,2.0,24.2,86.0,0.0,96.25,111.49,108.48,82.89,114.81,112.4,2,2,0,76.8337312,2,3,79
110.92,B-3,B,3,"[2016-10-05 20:20:00,2016-10-05 20:40:00)",2016-10-05 20:20:00,2016-10-05,20:20:00,2,62,1012,84.0,2.0,24.2,86.0,0.0,118.43,96.25,111.49,108.48,82.89,114.81,2,2,0,76.8337312,2,3,79
113.78,B-3,B,3,"[2016-10-05 20:40:00,2016-10-05 21:00:00)",2016-10-05 20:40:00,2016-10-05,20:40:00,2,63,1012,84.0,2.0,24.2,86.0,0.0,110.92,118.43,96.25,111.49,108.48,82.89,2,2,0,76.8337312,2,3,79
114.38,B-3,B,3,"[2016-10-05 21:00:00,2016-10-05 21:20:00)",2016-10-05 21:00:00,2016-10-05,21:00:00,2,64,1013,37.0,2.7,22.8,82.0,0.0,113.78,110.92,118.43,96.25,111.49,108.48,1,2,0,71.39972318558559,1,3,79
96.36,B-3,B,3,"[2016-10-05 21:20:00,2016-10-05 21:40:00)",2016-10-05 21:20:00,2016-10-05,21:20:00,2,65,1013,37.0,2.7,22.8,82.0,0.0,114.38,113.78,110.92,118.43,96.25,111.49,1,2,0,71.39972318558559,1,3,79
88.98,B-3,B,3,"[2016-10-05 21:40:00,2016-10-05 22:00:00)",2016-10-05 21:40:00,2016-10-05,21:40:00,2,66,1013,37.0,2.7,22.8,82.0,0.0,96.36,114.38,113.78,110.92,118.43,96.25,1,2,0,71.39972318558559,1,3,79
77.88,B-3,B,3,"[2016-10-05 22:00:00,2016-10-05 22:20:00)",2016-10-05 22:00:00,2016-10-05,22:00:00,2,67,1013,37.0,2.7,22.8,82.0,0.0,88.98,96.36,114.38,113.78,110.92,118.43,1,2,0,71.39972318558559,1,3,79
62.74,B-3,B,3,"[2016-10-05 22:20:00,2016-10-05 22:40:00)",2016-10-05 22:20:00,2016-10-05,22:20:00,2,68,1013,37.0,2.7,22.8,82.0,0.0,77.88,88.98,96.36,114.38,113.78,110.92,1,2,0,71.39972318558559,1,3,79
82.41,B-3,B,3,"[2016-10-05 22:40:00,2016-10-05 23:00:00)",2016-10-05 22:40:00,2016-10-05,22:40:00,2,69,1013,37.0,2.7,22.8,82.0,0.0,62.74,77.88,88.98,96.36,114.38,113.78,1,2,0,71.39972318558559,1,3,79
66.13,B-3,B,3,"[2016-10-05 23:00:00,2016-10-05 23:20:00)",2016-10-05 23:00:00,2016-10-05,23:00:00,2,70,1013,37.0,2.7,22.8,82.0,0.0,82.41,62.74,77.88,88.98,96.36,114.38,1,2,0,71.39972318558559,1,3,79
132.0,B-3,B,3,"[2016-10-05 23:20:00,2016-10-05 23:40:00)",2016-10-05 23:20:00,2016-10-05,23:20:00,2,71,1013,37.0,2.7,22.8,82.0,0.0,66.13,82.41,62.74,77.88,88.98,96.36,1,2,0,71.39972318558559,1,3,79
76.15,B-3,B,3,"[2016-10-05 23:40:00,2016-10-06 00:00:00)",2016-10-05 23:40:00,2016-10-05,23:40:00,2,72,1013,37.0,2.7,22.8,82.0,0.0,132.0,66.13,82.41,62.74,77.88,88.98,1,2,0,71.39972318558559,1,3,79
107.5,B-3,B,3,"[2016-10-06 00:00:00,2016-10-06 00:20:00)",2016-10-06 00:00:00,2016-10-06,00:00:00,3,1,1015,56.0,4.1,23.1,81.0,0.0,76.15,132.0,66.13,82.41,62.74,77.88,1,3,0,67.37679090593608,0,3,80
75.53,B-3,B,3,"[2016-10-06 08:20:00,2016-10-06 08:40:00)",2016-10-06 08:20:00,2016-10-06,08:20:00,3,26,1013,59.0,1.5,23.9,82.0,0.8,115.71,69.6,80.28,68.62,102.22,91.05,1,1,1,77.35804254407584,2,3,80
109.86,B-3,B,3,"[2016-10-06 08:40:00,2016-10-06 09:00:00)",2016-10-06 08:40:00,2016-10-06,08:40:00,3,27,1013,59.0,1.5,23.9,82.0,0.8,75.53,115.71,69.6,80.28,68.62,102.22,1,1,1,77.35804254407584,2,3,80
83.67,B-3,B,3,"[2016-10-06 09:00:00,2016-10-06 09:20:00)",2016-10-06 09:00:00,2016-10-06,09:00:00,3,28,1014,64.0,3.2,23.0,69.0,0.0,109.86,75.53,115.71,69.6,80.28,68.62,1,2,0,68.62480109090909,0,3,80
79.84,B-3,B,3,"[2016-10-06 09:20:00,2016-10-06 09:40:00)",2016-10-06 09:20:00,2016-10-06,09:20:00,3,29,1014,64.0,3.2,23.0,69.0,0.0,83.67,109.86,75.53,115.71,69.6,80.28,1,2,0,68.62480109090909,0,3,80
102.2,B-3,B,3,"[2016-10-06 09:40:00,2016-10-06 10:00:00)",2016-10-06 09:40:00,2016-10-06,09:40:00,3,30,1014,64.0,3.2,23.0,69.0,0.0,79.84,83.67,109.86,75.53,115.71,69.6,1,2,0,68.62480109090909,0,3,80
81.34,B-3,B,3,"[2016-10-06 10:00:00,2016-10-06 10:20:00)",2016-10-06 10:00:00,2016-10-06,10:00:00,3,31,1014,64.0,3.2,23.0,69.0,0.0,102.2,79.84,83.67,109.86,75.53,115.71,1,2,0,68.62480109090909,0,3,80
84.15,B-3,B,3,"[2016-10-06 10:20:00,2016-10-06 10:40:00)",2016-10-06 10:20:00,2016-10-06,10:20:00,3,32,1014,64.0,3.2,23.0,69.0,0.0,81.34,102.2,79.84,83.67,109.86,75.53,1,2,0,68.62480109090909,0,3,80
64.16,B-3,B,3,"[2016-10-06 10:40:00,2016-10-06 11:00:00)",2016-10-06 10:40:00,2016-10-06,10:40:00,3,33,1014,64.0,3.2,23.0,69.0,0.0,84.15,81.34,102.2,79.84,83.67,109.86,1,2,0,68.62480109090909,0,3,80
114.95,B-3,B,3,"[2016-10-06 11:00:00,2016-10-06 11:20:00)",2016-10-06 11:00:00,2016-10-06,11:00:00,3,34,1014,64.0,3.2,23.0,69.0,0.0,64.16,84.15,81.34,102.2,79.84,83.67,1,2,0,68.62480109090909,0,3,80
99.36,B-3,B,3,"[2016-10-06 11:20:00,2016-10-06 11:40:00)",2016-10-06 11:20:00,2016-10-06,11:20:00,3,35,1014,64.0,3.2,23.0,69.0,0.0,114.95,64.16,84.15,81.34,102.2,79.84,1,2,0,68.62480109090909,0,3,80
103.84,B-3,B,3,"[2016-10-06 11:40:00,2016-10-06 12:00:00)",2016-10-06 11:40:00,2016-10-06,11:40:00,3,36,1014,64.0,3.2,23.0,69.0,0.0,99.36,114.95,64.16,84.15,81.34,102.2,1,2,0,68.62480109090909,0,3,80
115.22,B-3,B,3,"[2016-10-06 12:00:00,2016-10-06 12:20:00)",2016-10-06 12:00:00,2016-10-06,12:00:00,3,37,1015,85.0,1.5,22.2,74.0,0.0,103.84,99.36,114.95,64.16,84.15,81.34,2,1,0,73.1488842385965,1,3,80
88.96,B-3,B,3,"[2016-10-06 12:20:00,2016-10-06 12:40:00)",2016-10-06 12:20:00,2016-10-06,12:20:00,3,38,1015,85.0,1.5,22.2,74.0,0.0,115.22,103.84,99.36,114.95,64.16,84.15,2,1,0,73.1488842385965,1,3,80
130.12,B-3,B,3,"[2016-10-06 12:40:00,2016-10-06 13:00:00)",2016-10-06 12:40:00,2016-10-06,12:40:00,3,39,1015,85.0,1.5,22.2,74.0,0.0,88.96,115.22,103.84,99.36,114.95,64.16,2,1,0,73.1488842385965,1,3,80
91.04,B-3,B,3,"[2016-10-06 13:00:00,2016-10-06 13:20:00)",2016-10-06 13:00:00,2016-10-06,13:00:00,3,40,1015,85.0,1.5,22.2,74.0,0.0,130.12,88.96,115.22,103.84,99.36,114.95,2,1,0,73.1488842385965,1,3,80
103.35,B-3,B,3,"[2016-10-06 13:20:00,2016-10-06 13:40:00)",2016-10-06 13:20:00,2016-10-06,13:20:00,3,41,1015,85.0,1.5,22.2,74.0,0.0,91.04,130.12,88.96,115.22,103.84,99.36,2,1,0,73.1488842385965,1,3,80
137.44,B-3,B,3,"[2016-10-06 13:40:00,2016-10-06 14:00:00)",2016-10-06 13:40:00,2016-10-06,13:40:00,3,42,1015,85.0,1.5,22.2,74.0,0.0,103.35,91.04,130.12,88.96,115.22,103.84,2,1,0,73.1488842385965,1,3,80
68.12,B-3,B,3,"[2016-10-06 14:00:00,2016-10-06 14:20:00)",2016-10-06 14:00:00,2016-10-06,14:00:00,3,43,1015,85.0,1.5,22.2,74.0,0.0,137.44,103.35,91.04,130.12,88.96,115.22,2,1,0,73.1488842385965,1,3,80
126.85,B-3,B,3,"[2016-10-06 14:20:00,2016-10-06 14:40:00)",2016-10-06 14:20:00,2016-10-06,14:20:00,3,44,1015,85.0,1.5,22.2,74.0,0.0,68.12,137.44,103.35,91.04,130.12,88.96,2,1,0,73.1488842385965,1,3,80
95.78,B-3,B,3,"[2016-10-06 14:40:00,2016-10-06 15:00:00)",2016-10-06 14:40:00,2016-10-06,14:40:00,3,45,1015,85.0,1.5,22.2,74.0,0.0,126.85,68.12,137.44,103.35,91.04,130.12,2,1,0,73.1488842385965,1,3,80
100.49,B-3,B,3,"[2016-10-06 15:00:00,2016-10-06 15:20:00)",2016-10-06 15:00:00,2016-10-06,15:00:00,3,46,1014,87.0,1.8,21.5,76.0,0.0,95.78,126.85,68.12,137.44,103.35,91.04,2,2,0,71.0927354893617,1,3,80
83.3,B-3,B,3,"[2016-10-06 15:20:00,2016-10-06 15:40:00)",2016-10-06 15:20:00,2016-10-06,15:20:00,3,47,1014,87.0,1.8,21.5,76.0,0.0,100.49,95.78,126.85,68.12,137.44,103.35,2,2,0,71.0927354893617,1,3,80
103.49,B-3,B,3,"[2016-10-06 15:40:00,2016-10-06 16:00:00)",2016-10-06 15:40:00,2016-10-06,15:40:00,3,48,1014,87.0,1.8,21.5,76.0,0.0,83.3,100.49,95.78,126.85,68.12,137.44,2,2,0,71.0927354893617,1,3,80
78.09,B-3,B,3,"[2016-10-06 16:00:00,2016-10-06 16:20:00)",2016-10-06 16:00:00,2016-10-06,16:00:00,3,49,1014,87.0,1.8,21.5,76.0,0.0,103.49,83.3,100.49,95.78,126.85,68.12,2,2,0,71.0927354893617,1,3,80
93.16,B-3,B,3,"[2016-10-06 16:20:00,2016-10-06 16:40:00)",2016-10-06 16:20:00,2016-10-06,16:20:00,3,50,1014,87.0,1.8,21.5,76.0,0.0,78.09,103.49,83.3,100.49,95.78,126.85,2,2,0,71.0927354893617,1,3,80
102.46,B-3,B,3,"[2016-10-06 16:40:00,2016-10-06 17:00:00)",2016-10-06 16:40:00,2016-10-06,16:40:00,3,51,1014,87.0,1.8,21.5,76.0,0.0,93.16,78.09,103.49,83.3,100.49,95.78,2,2,0,71.0927354893617,1,3,80
109.97,B-3,B,3,"[2016-10-06 17:00:00,2016-10-06 17:20:00)",2016-10-06 17:00:00,2016-10-06,17:00:00,3,52,1014,87.0,1.8,21.5,76.0,0.0,102.46,93.16,78.09,103.49,83.3,100.49,2,2,0,71.0927354893617,1,3,80
96.53,B-3,B,3,"[2016-10-06 17:20:00,2016-10-06 17:40:00)",2016-10-06 17:20:00,2016-10-06,17:20:00,3,53,1014,87.0,1.8,21.5,76.0,0.0,109.97,102.46,93.16,78.09,103.49,83.3,2,2,0,71.0927354893617,1,3,80
85.48,B-3,B,3,"[2016-10-06 17:40:00,2016-10-06 18:00:00)",2016-10-06 17:40:00,2016-10-06,17:40:00,3,54,1014,87.0,1.8,21.5,76.0,0.0,96.53,109.97,102.46,93.16,78.09,103.49,2,2,0,71.0927354893617,1,3,80
108.13,B-3,B,3,"[2016-10-06 18:00:00,2016-10-06 18:20:00)",2016-10-06 18:00:00,2016-10-06,18:00:00,3,55,1013,4.0,1.5,20.9,80.0,0.0,85.48,96.53,109.97,102.46,93.16,78.09,8,1,0,71.36266708713693,1,3,80
85.11,B-3,B,3,"[2016-10-06 18:20:00,2016-10-06 18:40:00)",2016-10-06 18:20:00,2016-10-06,18:20:00,3,56,1013,4.0,1.5,20.9,80.0,0.0,108.13,85.48,96.53,109.97,102.46,93.16,8,1,0,71.36266708713693,1,3,80
79.1,B-3,B,3,"[2016-10-06 18:40:00,2016-10-06 19:00:00)",2016-10-06 18:40:00,2016-10-06,18:40:00,3,57,1013,4.0,1.5,20.9,80.0,0.0,85.11,108.13,85.48,96.53,109.97,102.46,8,1,0,71.36266708713693,1,3,80
83.73,B-3,B,3,"[2016-10-06 19:00:00,2016-10-06 19:20:00)",2016-10-06 19:00:00,2016-10-06,19:00:00,3,58,1013,4.0,1.5,20.9,80.0,0.0,79.1,85.11,108.13,85.48,96.53,109.97,8,1,0,71.36266708713693,1,3,80
91.16,B-3,B,3,"[2016-10-06 19:20:00,2016-10-06 19:40:00)",2016-10-06 19:20:00,2016-10-06,19:20:00,3,59,1013,4.0,1.5,20.9,80.0,0.0,83.73,79.1,85.11,108.13,85.48,96.53,8,1,0,71.36266708713693,1,3,80
104.87,B-3,B,3,"[2016-10-06 19:40:00,2016-10-06 20:00:00)",2016-10-06 19:40:00,2016-10-06,19:40:00,3,60,1013,4.0,1.5,20.9,80.0,0.0,91.16,83.73,79.1,85.11,108.13,85.48,8,1,0,71.36266708713693,1,3,80
75.61,B-3,B,3,"[2016-10-06 20:20:00,2016-10-06 20:40:00)",2016-10-06 20:20:00,2016-10-06,20:20:00,3,62,1013,4.0,1.5,20.9,80.0,0.0,268.38,104.87,91.16,83.73,79.1,85.11,8,1,0,71.36266708713693,1,3,80
97.7,B-3,B,3,"[2016-10-06 20:40:00,2016-10-06 21:00:00)",2016-10-06 20:40:00,2016-10-06,20:40:00,3,63,1013,4.0,1.5,20.9,80.0,0.0,75.61,268.38,104.87,91.16,83.73,79.1,8,1,0,71.36266708713693,1,3,80
89.1,B-3,B,3,"[2016-10-06 21:00:00,2016-10-06 21:20:00)",2016-10-06 21:00:00,2016-10-06,21:00:00,3,64,1012,25.0,2.3,20.1,81.0,0.0,97.7,75.61,268.38,104.87,91.16,83.73,1,2,0,67.38220395341366,0,3,80
82.85,B-3,B,3,"[2016-10-06 21:20:00,2016-10-06 21:40:00)",2016-10-06 21:20:00,2016-10-06,21:20:00,3,65,1012,25.0,2.3,20.1,81.0,0.0,89.1,97.7,75.61,268.38,104.87,91.16,1,2,0,67.38220395341366,0,3,80
70.52,B-3,B,3,"[2016-10-06 21:40:00,2016-10-06 22:00:00)",2016-10-06 21:40:00,2016-10-06,21:40:00,3,66,1012,25.0,2.3,20.1,81.0,0.0,82.85,89.1,97.7,75.61,268.38,104.87,1,2,0,67.38220395341366,0,3,80
58.0,B-3,B,3,"[2016-10-06 22:00:00,2016-10-06 22:20:00)",2016-10-06 22:00:00,2016-10-06,22:00:00,3,67,1012,25.0,2.3,20.1,81.0,0.0,70.52,82.85,89.1,97.7,75.61,268.38,1,2,0,67.38220395341366,0,3,80
104.55,B-3,B,3,"[2016-10-06 22:20:00,2016-10-06 22:40:00)",2016-10-06 22:20:00,2016-10-06,22:20:00,3,68,1012,25.0,2.3,20.1,81.0,0.0,58.0,70.52,82.85,89.1,97.7,75.61,1,2,0,67.38220395341366,0,3,80
64.07,B-3,B,3,"[2016-10-06 22:40:00,2016-10-06 23:00:00)",2016-10-06 22:40:00,2016-10-06,22:40:00,3,69,1012,25.0,2.3,20.1,81.0,0.0,104.55,58.0,70.52,82.85,89.1,97.7,1,2,0,67.38220395341366,0,3,80
71.27,B-3,B,3,"[2016-10-06 23:00:00,2016-10-06 23:20:00)",2016-10-06 23:00:00,2016-10-06,23:00:00,3,70,1012,25.0,2.3,20.1,81.0,0.0,64.07,104.55,58.0,70.52,82.85,89.1,1,2,0,67.38220395341366,0,3,80
118.72,B-3,B,3,"[2016-10-06 23:20:00,2016-10-06 23:40:00)",2016-10-06 23:20:00,2016-10-06,23:20:00,3,71,1012,25.0,2.3,20.1,81.0,0.0,71.27,64.07,104.55,58.0,70.52,82.85,1,2,0,67.38220395341366,0,3,80
94.47,B-3,B,3,"[2016-10-07 10:00:00,2016-10-07 10:20:00)",2016-10-07 10:00:00,2016-10-07,10:00:00,4,31,1009,310.0,1.5,20.4,97.0,0.0,100.11,126.91,157.93,77.66,89.1,40.06,7,1,0,72.28542808455285,1,3,81
96.53,B-3,B,3,"[2016-10-07 10:20:00,2016-10-07 10:40:00)",2016-10-07 10:20:00,2016-10-07,10:20:00,4,32,1009,310.0,1.5,20.4,97.0,0.0,94.47,100.11,126.91,157.93,77.66,89.1,7,1,0,72.28542808455285,1,3,81
85.47,B-3,B,3,"[2016-10-07 10:40:00,2016-10-07 11:00:00)",2016-10-07 10:40:00,2016-10-07,10:40:00,4,33,1009,310.0,1.5,20.4,97.0,0.0,96.53,94.47,100.11,126.91,157.93,77.66,7,1,0,72.28542808455285,1,3,81
99.94,B-3,B,3,"[2016-10-07 11:00:00,2016-10-07 11:20:00)",2016-10-07 11:00:00,2016-10-07,11:00:00,4,34,1009,310.0,1.5,20.4,97.0,0.0,85.47,96.53,94.47,100.11,126.91,157.93,7,1,0,72.28542808455285,1,3,81
81.1,B-3,B,3,"[2016-10-07 11:20:00,2016-10-07 11:40:00)",2016-10-07 11:20:00,2016-10-07,11:20:00,4,35,1009,310.0,1.5,20.4,97.0,0.0,99.94,85.47,96.53,94.47,100.11,126.91,7,1,0,72.28542808455285,1,3,81
75.63,B-3,B,3,"[2016-10-07 11:40:00,2016-10-07 12:00:00)",2016-10-07 11:40:00,2016-10-07,11:40:00,4,36,1009,310.0,1.5,20.4,97.0,0.0,81.1,99.94,85.47,96.53,94.47,100.11,7,1,0,72.28542808455285,1,3,81
81.27,B-3,B,3,"[2016-10-07 12:00:00,2016-10-07 12:20:00)",2016-10-07 12:00:00,2016-10-07,12:00:00,4,37,1009,319.0,1.8,20.7,98.0,0.6,75.63,81.1,99.94,85.47,96.53,94.47,7,2,1,72.02933702386832,1,3,81
93.76,B-3,B,3,"[2016-10-07 12:20:00,2016-10-07 12:40:00)",2016-10-07 12:20:00,2016-10-07,12:20:00,4,38,1009,319.0,1.8,20.7,98.0,0.6,81.27,75.63,81.1,99.94,85.47,96.53,7,2,1,72.02933702386832,1,3,81
103.98,B-3,B,3,"[2016-10-07 12:40:00,2016-10-07 13:00:00)",2016-10-07 12:40:00,2016-10-07,12:40:00,4,39,1009,319.0,1.8,20.7,98.0,0.6,93.76,81.27,75.63,81.1,99.94,85.47,7,2,1,72.02933702386832,1,3,81
110.35,B-3,B,3,"[2016-10-07 13:00:00,2016-10-07 13:20:00)",2016-10-07 13:00:00,2016-10-07,13:00:00,4,40,1009,319.0,1.8,20.7,98.0,0.6,103.98,93.76,81.27,75.63,81.1,99.94,7,2,1,72.02933702386832,1,3,81
98.68,B-3,B,3,"[2016-10-07 13:20:00,2016-10-07 13:40:00)",2016-10-07 13:20:00,2016-10-07,13:20:00,4,41,1009,319.0,1.8,20.7,98.0,0.6,110.35,103.98,93.76,81.27,75.63,81.1,7,2,1,72.02933702386832,1,3,81
93.81,B-3,B,3,"[2016-10-07 13:40:00,2016-10-07 14:00:00)",2016-10-07 13:40:00,2016-10-07,13:40:00,4,42,1009,319.0,1.8,20.7,98.0,0.6,98.68,110.35,103.98,93.76,81.27,75.63,7,2,1,72.02933702386832,1,3,81
142.85,B-3,B,3,"[2016-10-07 14:00:00,2016-10-07 14:20:00)",2016-10-07 14:00:00,2016-10-07,14:00:00,4,43,1009,319.0,1.8,20.7,98.0,0.6,93.81,98.68,110.35,103.98,93.76,81.27,7,2,1,72.02933702386832,1,3,81
78.34,B-3,B,3,"[2016-10-07 14:20:00,2016-10-07 14:40:00)",2016-10-07 14:20:00,2016-10-07,14:20:00,4,44,1009,319.0,1.8,20.7,98.0,0.6,142.85,93.81,98.68,110.35,103.98,93.76,7,2,1,72.02933702386832,1,3,81
106.71,B-3,B,3,"[2016-10-07 14:40:00,2016-10-07 15:00:00)",2016-10-07 14:40:00,2016-10-07,14:40:00,4,45,1009,319.0,1.8,20.7,98.0,0.6,78.34,142.85,93.81,98.68,110.35,103.98,7,2,1,72.02933702386832,1,3,81
107.57,B-3,B,3,"[2016-10-07 15:00:00,2016-10-07 15:20:00)",2016-10-07 15:00:00,2016-10-07,15:00:00,4,46,1009,353.0,2.5,20.9,98.0,2.5,106.71,78.34,142.85,93.81,98.68,110.35,8,2,1,70.18501028713693,0,3,81
110.37,B-3,B,3,"[2016-10-07 15:20:00,2016-10-07 15:40:00)",2016-10-07 15:20:00,2016-10-07,15:20:00,4,47,1009,353.0,2.5,20.9,98.0,2.5,107.57,106.71,78.34,142.85,93.81,98.68,8,2,1,70.18501028713693,0,3,81
102.45,B-3,B,3,"[2016-10-07 15:40:00,2016-10-07 16:00:00)",2016-10-07 15:40:00,2016-10-07,15:40:00,4,48,1009,353.0,2.5,20.9,98.0,2.5,110.37,107.57,106.71,78.34,142.85,93.81,8,2,1,70.18501028713693,0,3,81
94.65,B-3,B,3,"[2016-10-07 16:00:00,2016-10-07 16:20:00)",2016-10-07 16:00:00,2016-10-07,16:00:00,4,49,1009,353.0,2.5,20.9,98.0,2.5,102.45,110.37,107.57,106.71,78.34,142.85,8,2,1,70.18501028713693,0,3,81
127.44,B-3,B,3,"[2016-10-07 16:20:00,2016-10-07 16:40:00)",2016-10-07 16:20:00,2016-10-07,16:20:00,4,50,1009,353.0,2.5,20.9,98.0,2.5,94.65,102.45,110.37,107.57,106.71,78.34,8,2,1,70.18501028713693,0,3,81
