"tollgate_id","time_window","direction"
"3","[2016-10-09 06:40:00,2016-10-09 07:00:00)","1"
"1","[2016-10-09 07:00:00,2016-10-09 07:20:00)","0"
"1","[2016-10-09 07:00:00,2016-10-09 07:20:00)","1"
"2","[2016-10-09 07:00:00,2016-10-09 07:20:00)","0"
"3","[2016-10-09 07:00:00,2016-10-09 07:20:00)","0"
"3","[2016-10-09 07:00:00,2016-10-09 07:20:00)","1"
"1","[2016-10-09 07:20:00,2016-10-09 07:40:00)","0"
"1","[2016-10-09 07:20:00,2016-10-09 07:40:00)","1"
"2","[2016-10-09 07:20:00,2016-10-09 07:40:00)","0"
"3","[2016-10-09 07:20:00,2016-10-09 07:40:00)","0"
"3","[2016-10-09 07:20:00,2016-10-09 07:40:00)","1"
"1","[2016-10-09 07:40:00,2016-10-09 08:00:00)","0"
"1","[2016-10-09 07:40:00,2016-10-09 08:00:00)","1"
"2","[2016-10-09 07:40:00,2016-10-09 08:00:00)","0"
"3","[2016-10-09 07:40:00,2016-10-09 08:00:00)","0"
"3","[2016-10-09 07:40:00,2016-10-09 08:00:00)","1"
"1","[2016-10-09 08:00:00,2016-10-09 08:20:00)","0"
"1","[2016-10-09 08:00:00,2016-10-09 08:20:00)","1"
"2","[2016-10-09 08:00:00,2016-10-09 08:20:00)","0"
"3","[2016-10-09 08:00:00,2016-10-09 08:20:00)","0"
"3","[2016-10-09 08:00:00,2016-10-09 08:20:00)","1"
"1","[2016-10-09 08:20:00,2016-10-09 08:40:00)","0"
"1","[2016-10-09 08:20:00,2016-10-09 08:40:00)","1"
"2","[2016-10-09 08:20:00,2016-10-09 08:40:00)","0"
"3","[2016-10-09 08:20:00,2016-10-09 08:40:00)","0"
"3","[2016-10-09 08:20:00,2016-10-09 08:40:00)","1"
"1","[2016-10-09 08:40:00,2016-10-09 09:00:00)","0"
"1","[2016-10-09 08:40:00,2016-10-09 09:00:00)","1"
"2","[2016-10-09 08:40:00,2016-10-09 09:00:00)","0"
"3","[2016-10-09 08:40:00,2016-10-09 09:00:00)","0"
"3","[2016-10-09 08:40:00,2016-10-09 09:00:00)","1"
"1","[2016-10-09 09:00:00,2016-10-09 09:20:00)","0"
"1","[2016-10-09 09:00:00,2016-10-09 09:20:00)","1"
"2","[2016-10-09 09:00:00,2016-10-09 09:20:00)","0"
"3","[2016-10-09 09:00:00,2016-10-09 09:20:00)","0"
"3","[2016-10-09 09:00:00,2016-10-09 09:20:00)","1"
"1","[2016-10-09 09:20:00,2016-10-09 09:40:00)","0"
"1","[2016-10-09 09:20:00,2016-10-09 09:40:00)","1"
"2","[2016-10-09 09:20:00,2016-10-09 09:40:00)","0"
"3","[2016-10-09 09:20:00,2016-10-09 09:40:00)","0"
"3","[2016-10-09 09:20:00,2016-10-09 09:40:00)","1"
"1","[2016-10-09 09:40:00,2016-10-09 10:00:00)","0"
"1","[2016-10-09 09:40:00,2016-10-09 10:00:00)","1"
"2","[2016-10-09 09:40:00,2016-10-09 10:00:00)","0"
"3","[2016-10-09 09:40:00,2016-10-09 10:00:00)","0"
"3","[2016-10-09 09:40:00,2016-10-09 10:00:00)","1"
"1","[2016-10-09 10:00:00,2016-10-09 10:20:00)","0"
"1","[2016-10-09 10:00:00,2016-10-09 10:20:00)","1"
"2","[2016-10-09 10:00:00,2016-10-09 10:20:00)","0"
"3","[2016-10-09 10:00:00,2016-10-09 10:20:00)","0"
"3","[2016-10-09 10:00:00,2016-10-09 10:20:00)","1"
"1","[2016-10-09 10:20:00,2016-10-09 10:40:00)","0"
"1","[2016-10-09 10:20:00,2016-10-09 10:40:00)","1"
"2","[2016-10-09 10:20:00,2016-10-09 10:40:00)","0"
"3","[2016-10-09 10:20:00,2016-10-09 10:40:00)","0"
"3","[2016-10-09 10:20:00,2016-10-09 10:40:00)","1"
"1","[2016-10-09 10:40:00,2016-10-09 11:00:00)","0"
"1","[2016-10-09 10:40:00,2016-10-09 11:00:00)","1"
"2","[2016-10-09 10:40:00,2016-10-09 11:00:00)","0"
"3","[2016-10-09 10:40:00,2016-10-09 11:00:00)","0"
"3","[2016-10-09 10:40:00,2016-10-09 11:00:00)","1"
"1","[2016-10-09 11:00:00,2016-10-09 11:20:00)","0"
"1","[2016-10-09 11:00:00,2016-10-09 11:20:00)","1"
"2","[2016-10-09 11:00:00,2016-10-09 11:20:00)","0"
"3","[2016-10-09 11:00:00,2016-10-09 11:20:00)","0"
"3","[2016-10-09 11:00:00,2016-10-09 11:20:00)","1"
"1","[2016-10-09 11:20:00,2016-10-09 11:40:00)","0"
"1","[2016-10-09 11:20:00,2016-10-09 11:40:00)","1"
"2","[2016-10-09 11:20:00,2016-10-09 11:40:00)","0"
"3","[2016-10-09 11:20:00,2016-10-09 11:40:00)","0"
"3","[2016-10-09 11:20:00,2016-10-09 11:40:00)","1"
"1","[2016-10-09 11:40:00,2016-10-09 12:00:00)","0"
"1","[2016-10-09 11:40:00,2016-10-09 12:00:00)","1"
"2","[2016-10-09 11:40:00,2016-10-09 12:00:00)","0"
"3","[2016-10-09 11:40:00,2016-10-09 12:00:00)","0"
"3","[2016-10-09 11:40:00,2016-10-09 12:00:00)","1"
"1","[2016-10-09 12:00:00,2016-10-09 12:20:00)","0"
"1","[2016-10-09 12:00:00,2016-10-09 12:20:00)","1"
"2","[2016-10-09 12:00:00,2016-10-09 12:20:00)","0"
"3","[2016-10-09 12:00:00,2016-10-09 12:20:00)","0"
"3","[2016-10-09 12:00:00,2016-10-09 12:20:00)","1"
"1","[2016-10-09 12:20:00,2016-10-09 12:40:00)","0"
"1","[2016-10-09 12:20:00,2016-10-09 12:40:00)","1"
"2","[2016-10-09 12:20:00,2016-10-09 12:40:00)","0"
"3","[2016-10-09 12:20:00,2016-10-09 12:40:00)","0"
"3","[2016-10-09 12:20:00,2016-10-09 12:40:00)","1"
"1","[2016-10-09 12:40:00,2016-10-09 13:00:00)","0"
"1","[2016-10-09 12:40:00,2016-10-09 13:00:00)","1"
"2","[2016-10-09 12:40:00,2016-10-09 13:00:00)","0"
"3","[2016-10-09 12:40:00,2016-10-09 13:00:00)","0"
"3","[2016-10-09 12:40:00,2016-10-09 13:00:00)","1"
"1","[2016-10-09 13:00:00,2016-10-09 13:20:00)","0"
"1","[2016-10-09 13:00:00,2016-10-09 13:20:00)","1"
"2","[2016-10-09 13:00:00,2016-10-09 13:20:00)","0"
"3","[2016-10-09 13:00:00,2016-10-09 13:20:00)","0"
"3","[2016-10-09 13:00:00,2016-10-09 13:20:00)","1"
"1","[2016-10-09 13:20:00,2016-10-09 13:40:00)","0"
"1","[2016-10-09 13:20:00,2016-10-09 13:40:00)","1"
"2","[2016-10-09 13:20:00,2016-10-09 13:40:00)","0"
"3","[2016-10-09 13:20:00,2016-10-09 13:40:00)","0"
"3","[2016-10-09 13:20:00,2016-10-09 13:40:00)","1"
"1","[2016-10-09 13:40:00,2016-10-09 14:00:00)","0"
"1","[2016-10-09 13:40:00,2016-10-09 14:00:00)","1"
"2","[2016-10-09 13:40:00,2016-10-09 14:00:00)","0"
"3","[2016-10-09 13:40:00,2016-10-09 14:00:00)","0"
"3","[2016-10-09 13:40:00,2016-10-09 14:00:00)","1"
"1","[2016-10-09 14:00:00,2016-10-09 14:20:00)","0"
"1","[2016-10-09 14:00:00,2016-10-09 14:20:00)","1"
"2","[2016-10-09 14:00:00,2016-10-09 14:20:00)","0"
"3","[2016-10-09 14:00:00,2016-10-09 14:20:00)","0"
"3","[2016-10-09 14:00:00,2016-10-09 14:20:00)","1"
"1","[2016-10-09 14:20:00,2016-10-09 14:40:00)","0"
"1","[2016-10-09 14:20:00,2016-10-09 14:40:00)","1"
"2","[2016-10-09 14:20:00,2016-10-09 14:40:00)","0"
"3","[2016-10-09 14:20:00,2016-10-09 14:40:00)","0"
"3","[2016-10-09 14:20:00,2016-10-09 14:40:00)","1"
"1","[2016-10-09 14:40:00,2016-10-09 15:00:00)","0"
"1","[2016-10-09 14:40:00,2016-10-09 15:00:00)","1"
"2","[2016-10-09 14:40:00,2016-10-09 15:00:00)","0"
"3","[2016-10-09 14:40:00,2016-10-09 15:00:00)","0"
"3","[2016-10-09 14:40:00,2016-10-09 15:00:00)","1"
"1","[2016-10-09 15:00:00,2016-10-09 15:20:00)","0"
"1","[2016-10-09 15:00:00,2016-10-09 15:20:00)","1"
"2","[2016-10-09 15:00:00,2016-10-09 15:20:00)","0"
"3","[2016-10-09 15:00:00,2016-10-09 15:20:00)","0"
"3","[2016-10-09 15:00:00,2016-10-09 15:20:00)","1"
"1","[2016-10-09 15:20:00,2016-10-09 15:40:00)","0"
"1","[2016-10-09 15:20:00,2016-10-09 15:40:00)","1"
"2","[2016-10-09 15:20:00,2016-10-09 15:40:00)","0"
"3","[2016-10-09 15:20:00,2016-10-09 15:40:00)","0"
"3","[2016-10-09 15:20:00,2016-10-09 15:40:00)","1"
"1","[2016-10-09 15:40:00,2016-10-09 16:00:00)","0"
"1","[2016-10-09 15:40:00,2016-10-09 16:00:00)","1"
"2","[2016-10-09 15:40:00,2016-10-09 16:00:00)","0"
"3","[2016-10-09 15:40:00,2016-10-09 16:00:00)","0"
"3","[2016-10-09 15:40:00,2016-10-09 16:00:00)","1"
"1","[2016-10-09 16:00:00,2016-10-09 16:20:00)","0"
"1","[2016-10-09 16:00:00,2016-10-09 16:20:00)","1"
"2","[2016-10-09 16:00:00,2016-10-09 16:20:00)","0"
"3","[2016-10-09 16:00:00,2016-10-09 16:20:00)","0"
"3","[2016-10-09 16:00:00,2016-10-09 16:20:00)","1"
"1","[2016-10-09 16:20:00,2016-10-09 16:40:00)","0"
"1","[2016-10-09 16:20:00,2016-10-09 16:40:00)","1"
"2","[2016-10-09 16:20:00,2016-10-09 16:40:00)","0"
"3","[2016-10-09 16:20:00,2016-10-09 16:40:00)","0"
"3","[2016-10-09 16:20:00,2016-10-09 16:40:00)","1"
"1","[2016-10-09 16:40:00,2016-10-09 17:00:00)","0"
"1","[2016-10-09 16:40:00,2016-10-09 17:00:00)","1"
"2","[2016-10-09 16:40:00,2016-10-09 17:00:00)","0"
"3","[2016-10-09 16:40:00,2016-10-09 17:00:00)","0"
"3","[2016-10-09 16:40:00,2016-10-09 17:00:00)","1"
"1","[2016-10-09 17:00:00,2016-10-09 17:20:00)","0"
"1","[2016-10-09 17:00:00,2016-10-09 17:20:00)","1"
"2","[2016-10-09 17:00:00,2016-10-09 17:20:00)","0"
"3","[2016-10-09 17:00:00,2016-10-09 17:20:00)","0"
"3","[2016-10-09 17:00:00,2016-10-09 17:20:00)","1"
"1","[2016-10-09 17:20:00,2016-10-09 17:40:00)","0"
"1","[2016-10-09 17:20:00,2016-10-09 17:40:00)","1"
"2","[2016-10-09 17:20:00,2016-10-09 17:40:00)","0"
"3","[2016-10-09 17:20:00,2016-10-09 17:40:00)","0"
"3","[2016-10-09 17:20:00,2016-10-09 17:40:00)","1"
"1","[2016-10-09 17:40:00,2016-10-09 18:00:00)","0"
"1","[2016-10-09 17:40:00,2016-10-09 18:00:00)","1"
"2","[2016-10-09 17:40:00,2016-10-09 18:00:00)","0"
"3","[2016-10-09 17:40:00,2016-10-09 18:00:00)","0"
"3","[2016-10-09 17:40:00,2016-10-09 18:00:00)","1"
"1","[2016-10-09 18:00:00,2016-10-09 18:20:00)","0"
"1","[2016-10-09 18:00:00,2016-10-09 18:20:00)","1"
"2","[2016-10-09 18:00:00,2016-10-09 18:20:00)","0"
"3","[2016-10-09 18:00:00,2016-10-09 18:20:00)","0"
"3","[2016-10-09 18:00:00,2016-10-09 18:20:00)","1"
"1","[2016-10-09 18:20:00,2016-10-09 18:40:00)","0"
"1","[2016-10-09 18:20:00,2016-10-09 18:40:00)","1"
"2","[2016-10-09 18:20:00,2016-10-09 18:40:00)","0"
"3","[2016-10-09 18:20:00,2016-10-09 18:40:00)","0"
"3","[2016-10-09 18:20:00,2016-10-09 18:40:00)","1"
"1","[2016-10-09 18:40:00,2016-10-09 19:00:00)","0"
"1","[2016-10-09 18:40:00,2016-10-09 19:00:00)","1"
"2","[2016-10-09 18:40:00,2016-10-09 19:00:00)","0"
"3","[2016-10-09 18:40:00,2016-10-09 19:00:00)","0"
"3","[2016-10-09 18:40:00,2016-10-09 19:00:00)","1"
"1","[2016-10-09 19:00:00,2016-10-09 19:20:00)","0"
"1","[2016-10-09 19:00:00,2016-10-09 19:20:00)","1"
"2","[2016-10-09 19:00:00,2016-10-09 19:20:00)","0"
"3","[2016-10-09 19:00:00,2016-10-09 19:20:00)","0"
"3","[2016-10-09 19:00:00,2016-10-09 19:20:00)","1"
"1","[2016-10-09 19:20:00,2016-10-09 19:40:00)","0"
"1","[2016-10-09 19:20:00,2016-10-09 19:40:00)","1"
"2","[2016-10-09 19:20:00,2016-10-09 19:40:00)","0"
"3","[2016-10-09 19:20:00,2016-10-09 19:40:00)","0"
"3","[2016-10-09 19:20:00,2016-10-09 19:40:00)","1"
"1","[2016-10-09 19:40:00,2016-10-09 20:00:00)","0"
"1","[2016-10-09 19:40:00,2016-10-09 20:00:00)","1"
"2","[2016-10-09 19:40:00,2016-10-09 20:00:00)","0"
"3","[2016-10-09 19:40:00,2016-10-09 20:00:00)","0"
"3","[2016-10-09 19:40:00,2016-10-09 20:00:00)","1"
"1","[2016-10-09 20:00:00,2016-10-09 20:20:00)","0"
"1","[2016-10-09 20:00:00,2016-10-09 20:20:00)","1"
"2","[2016-10-09 20:00:00,2016-10-09 20:20:00)","0"
"3","[2016-10-09 20:00:00,2016-10-09 20:20:00)","0"
"3","[2016-10-09 20:00:00,2016-10-09 20:20:00)","1"
"1","[2016-10-09 20:20:00,2016-10-09 20:40:00)","0"
"1","[2016-10-09 20:20:00,2016-10-09 20:40:00)","1"
"2","[2016-10-09 20:20:00,2016-10-09 20:40:00)","0"
"3","[2016-10-09 20:20:00,2016-10-09 20:40:00)","0"
"3","[2016-10-09 20:20:00,2016-10-09 20:40:00)","1"
"1","[2016-10-09 20:40:00,2016-10-09 21:00:00)","0"
"1","[2016-10-09 20:40:00,2016-10-09 21:00:00)","1"
"2","[2016-10-09 20:40:00,2016-10-09 21:00:00)","0"
"3","[2016-10-09 20:40:00,2016-10-09 21:00:00)","0"
"3","[2016-10-09 20:40:00,2016-10-09 21:00:00)","1"
"1","[2016-10-09 21:00:00,2016-10-09 21:20:00)","0"
"1","[2016-10-09 21:00:00,2016-10-09 21:20:00)","1"
"2","[2016-10-09 21:00:00,2016-10-09 21:20:00)","0"
"3","[2016-10-09 21:00:00,2016-10-09 21:20:00)","0"
"3","[2016-10-09 21:00:00,2016-10-09 21:20:00)","1"
"1","[2016-10-09 21:20:00,2016-10-09 21:40:00)","0"
"1","[2016-10-09 21:20:00,2016-10-09 21:40:00)","1"
"2","[2016-10-09 21:20:00,2016-10-09 21:40:00)","0"
"3","[2016-10-09 21:20:00,2016-10-09 21:40:00)","0"
"3","[2016-10-09 21:20:00,2016-10-09 21:40:00)","1"
"1","[2016-10-09 21:40:00,2016-10-09 22:00:00)","0"
"1","[2016-10-09 21:40:00,2016-10-09 22:00:00)","1"
"2","[2016-10-09 21:40:00,2016-10-09 22:00:00)","0"
"3","[2016-10-09 21:40:00,2016-10-09 22:00:00)","0"
"3","[2016-10-09 21:40:00,2016-10-09 22:00:00)","1"
"1","[2016-10-09 22:00:00,2016-10-09 22:20:00)","0"
"1","[2016-10-09 22:00:00,2016-10-09 22:20:00)","1"
"2","[2016-10-09 22:00:00,2016-10-09 22:20:00)","0"
"3","[2016-10-09 22:00:00,2016-10-09 22:20:00)","0"
"3","[2016-10-09 22:00:00,2016-10-09 22:20:00)","1"
"1","[2016-10-09 22:20:00,2016-10-09 22:40:00)","0"
"1","[2016-10-09 22:20:00,2016-10-09 22:40:00)","1"
"2","[2016-10-09 22:20:00,2016-10-09 22:40:00)","0"
"3","[2016-10-09 22:20:00,2016-10-09 22:40:00)","0"
"3","[2016-10-09 22:20:00,2016-10-09 22:40:00)","1"
"1","[2016-10-09 22:40:00,2016-10-09 23:00:00)","0"
"1","[2016-10-09 22:40:00,2016-10-09 23:00:00)","1"
"2","[2016-10-09 22:40:00,2016-10-09 23:00:00)","0"
"3","[2016-10-09 22:40:00,2016-10-09 23:00:00)","0"
"3","[2016-10-09 22:40:00,2016-10-09 23:00:00)","1"
"1","[2016-10-09 23:00:00,2016-10-09 23:20:00)","0"
"1","[2016-10-09 23:00:00,2016-10-09 23:20:00)","1"
"2","[2016-10-09 23:00:00,2016-10-09 23:20:00)","0"
"3","[2016-10-09 23:00:00,2016-10-09 23:20:00)","0"
"3","[2016-10-09 23:00:00,2016-10-09 23:20:00)","1"
"1","[2016-10-09 23:20:00,2016-10-09 23:40:00)","0"
"1","[2016-10-09 23:20:00,2016-10-09 23:40:00)","1"
"2","[2016-10-09 23:20:00,2016-10-09 23:40:00)","0"
"3","[2016-10-09 23:20:00,2016-10-09 23:40:00)","0"
"3","[2016-10-09 23:20:00,2016-10-09 23:40:00)","1"
"1","[2016-10-09 23:40:00,2016-10-10 00:00:00)","0"
"1","[2016-10-09 23:40:00,2016-10-10 00:00:00)","1"
"2","[2016-10-09 23:40:00,2016-10-10 00:00:00)","0"
"3","[2016-10-09 23:40:00,2016-10-10 00:00:00)","0"
"3","[2016-10-09 23:40:00,2016-10-10 00:00:00)","1"
"1","[2016-10-10 00:00:00,2016-10-10 00:20:00)","0"
"1","[2016-10-10 00:00:00,2016-10-10 00:20:00)","1"
"2","[2016-10-10 00:00:00,2016-10-10 00:20:00)","0"
"3","[2016-10-10 00:00:00,2016-10-10 00:20:00)","0"
"3","[2016-10-10 00:00:00,2016-10-10 00:20:00)","1"
"1","[2016-10-10 00:20:00,2016-10-10 00:40:00)","0"
"1","[2016-10-10 00:20:00,2016-10-10 00:40:00)","1"
"2","[2016-10-10 00:20:00,2016-10-10 00:40:00)","0"
"3","[2016-10-10 00:20:00,2016-10-10 00:40:00)","0"
"3","[2016-10-10 00:20:00,2016-10-10 00:40:00)","1"
"1","[2016-10-10 00:40:00,2016-10-10 01:00:00)","0"
"1","[2016-10-10 00:40:00,2016-10-10 01:00:00)","1"
"2","[2016-10-10 00:40:00,2016-10-10 01:00:00)","0"
"3","[2016-10-10 00:40:00,2016-10-10 01:00:00)","0"
"3","[2016-10-10 00:40:00,2016-10-10 01:00:00)","1"
"1","[2016-10-10 01:00:00,2016-10-10 01:20:00)","0"
"1","[2016-10-10 01:00:00,2016-10-10 01:20:00)","1"
"2","[2016-10-10 01:00:00,2016-10-10 01:20:00)","0"
"3","[2016-10-10 01:00:00,2016-10-10 01:20:00)","0"
"3","[2016-10-10 01:00:00,2016-10-10 01:20:00)","1"
"1","[2016-10-10 01:20:00,2016-10-10 01:40:00)","0"
"1","[2016-10-10 01:20:00,2016-10-10 01:40:00)","1"
"2","[2016-10-10 01:20:00,2016-10-10 01:40:00)","0"
"3","[2016-10-10 01:20:00,2016-10-10 01:40:00)","0"
"3","[2016-10-10 01:20:00,2016-10-10 01:40:00)","1"
"1","[2016-10-10 01:40:00,2016-10-10 02:00:00)","0"
"1","[2016-10-10 01:40:00,2016-10-10 02:00:00)","1"
"2","[2016-10-10 01:40:00,2016-10-10 02:00:00)","0"
"3","[2016-10-10 01:40:00,2016-10-10 02:00:00)","0"
"3","[2016-10-10 01:40:00,2016-10-10 02:00:00)","1"
"1","[2016-10-10 02:00:00,2016-10-10 02:20:00)","0"
"1","[2016-10-10 02:00:00,2016-10-10 02:20:00)","1"
"2","[2016-10-10 02:00:00,2016-10-10 02:20:00)","0"
"3","[2016-10-10 02:00:00,2016-10-10 02:20:00)","0"
"3","[2016-10-10 02:00:00,2016-10-10 02:20:00)","1"
"1","[2016-10-10 02:20:00,2016-10-10 02:40:00)","0"
"1","[2016-10-10 02:20:00,2016-10-10 02:40:00)","1"
"2","[2016-10-10 02:20:00,2016-10-10 02:40:00)","0"
"3","[2016-10-10 02:20:00,2016-10-10 02:40:00)","0"
"3","[2016-10-10 02:20:00,2016-10-10 02:40:00)","1"
"1","[2016-10-10 02:40:00,2016-10-10 03:00:00)","0"
"1","[2016-10-10 02:40:00,2016-10-10 03:00:00)","1"
"2","[2016-10-10 02:40:00,2016-10-10 03:00:00)","0"
"3","[2016-10-10 02:40:00,2016-10-10 03:00:00)","0"
"3","[2016-10-10 02:40:00,2016-10-10 03:00:00)","1"
"1","[2016-10-10 03:00:00,2016-10-10 03:20:00)","0"
"1","[2016-10-10 03:00:00,2016-10-10 03:20:00)","1"
"2","[2016-10-10 03:00:00,2016-10-10 03:20:00)","0"
"3","[2016-10-10 03:00:00,2016-10-10 03:20:00)","0"
"3","[2016-10-10 03:00:00,2016-10-10 03:20:00)","1"
"1","[2016-10-10 03:20:00,2016-10-10 03:40:00)","0"
"1","[2016-10-10 03:20:00,2016-10-10 03:40:00)","1"
"2","[2016-10-10 03:20:00,2016-10-10 03:40:00)","0"
"3","[2016-10-10 03:20:00,2016-10-10 03:40:00)","0"
"3","[2016-10-10 03:20:00,2016-10-10 03:40:00)","1"
"1","[2016-10-10 03:40:00,2016-10-10 04:00:00)","0"
"1","[2016-10-10 03:40:00,2016-10-10 04:00:00)","1"
"2","[2016-10-10 03:40:00,2016-10-10 04:00:00)","0"
"3","[2016-10-10 03:40:00,2016-10-10 04:00:00)","0"
"3","[2016-10-10 03:40:00,2016-10-10 04:00:00)","1"
"1","[2016-10-10 04:00:00,2016-10-10 04:20:00)","0"
"1","[2016-10-10 04:00:00,2016-10-10 04:20:00)","1"
"2","[2016-10-10 04:00:00,2016-10-10 04:20:00)","0"
"3","[2016-10-10 04:00:00,2016-10-10 04:20:00)","0"
"3","[2016-10-10 04:00:00,2016-10-10 04:20:00)","1"
"1","[2016-10-10 04:20:00,2016-10-10 04:40:00)","0"
"1","[2016-10-10 04:20:00,2016-10-10 04:40:00)","1"
"2","[2016-10-10 04:20:00,2016-10-10 04:40:00)","0"
"3","[2016-10-10 04:20:00,2016-10-10 04:40:00)","0"
"3","[2016-10-10 04:20:00,2016-10-10 04:40:00)","1"
"1","[2016-10-10 04:40:00,2016-10-10 05:00:00)","0"
"1","[2016-10-10 04:40:00,2016-10-10 05:00:00)","1"
"2","[2016-10-10 04:40:00,2016-10-10 05:00:00)","0"
"3","[2016-10-10 04:40:00,2016-10-10 05:00:00)","0"
"3","[2016-10-10 04:40:00,2016-10-10 05:00:00)","1"
"1","[2016-10-10 05:00:00,2016-10-10 05:20:00)","0"
"1","[2016-10-10 05:00:00,2016-10-10 05:20:00)","1"
"2","[2016-10-10 05:00:00,2016-10-10 05:20:00)","0"
"3","[2016-10-10 05:00:00,2016-10-10 05:20:00)","0"
"3","[2016-10-10 05:00:00,2016-10-10 05:20:00)","1"
"1","[2016-10-10 05:20:00,2016-10-10 05:40:00)","0"
"1","[2016-10-10 05:20:00,2016-10-10 05:40:00)","1"
"2","[2016-10-10 05:20:00,2016-10-10 05:40:00)","0"
"3","[2016-10-10 05:20:00,2016-10-10 05:40:00)","0"
"3","[2016-10-10 05:20:00,2016-10-10 05:40:00)","1"
"1","[2016-10-10 05:40:00,2016-10-10 06:00:00)","0"
"1","[2016-10-10 05:40:00,2016-10-10 06:00:00)","1"
"2","[2016-10-10 05:40:00,2016-10-10 06:00:00)","0"
"3","[2016-10-10 05:40:00,2016-10-10 06:00:00)","0"
"3","[2016-10-10 05:40:00,2016-10-10 06:00:00)","1"
"1","[2016-10-10 06:00:00,2016-10-10 06:20:00)","0"
"1","[2016-10-10 06:00:00,2016-10-10 06:20:00)","1"
"2","[2016-10-10 06:00:00,2016-10-10 06:20:00)","0"
"3","[2016-10-10 06:00:00,2016-10-10 06:20:00)","0"
"3","[2016-10-10 06:00:00,2016-10-10 06:20:00)","1"
"1","[2016-10-10 06:20:00,2016-10-10 06:40:00)","0"
"1","[2016-10-10 06:20:00,2016-10-10 06:40:00)","1"
"2","[2016-10-10 06:20:00,2016-10-10 06:40:00)","0"
"3","[2016-10-10 06:20:00,2016-10-10 06:40:00)","0"
"3","[2016-10-10 06:20:00,2016-10-10 06:40:00)","1"
"1","[2016-10-10 06:40:00,2016-10-10 07:00:00)","0"
"1","[2016-10-10 06:40:00,2016-10-10 07:00:00)","1"
"2","[2016-10-10 06:40:00,2016-10-10 07:00:00)","0"
"3","[2016-10-10 06:40:00,2016-10-10 07:00:00)","0"
"3","[2016-10-10 06:40:00,2016-10-10 07:00:00)","1"
"1","[2016-10-10 07:00:00,2016-10-10 07:20:00)","0"
"1","[2016-10-10 07:00:00,2016-10-10 07:20:00)","1"
"2","[2016-10-10 07:00:00,2016-10-10 07:20:00)","0"
"3","[2016-10-10 07:00:00,2016-10-10 07:20:00)","0"
"3","[2016-10-10 07:00:00,2016-10-10 07:20:00)","1"
"1","[2016-10-10 07:20:00,2016-10-10 07:40:00)","0"
"1","[2016-10-10 07:20:00,2016-10-10 07:40:00)","1"
"2","[2016-10-10 07:20:00,2016-10-10 07:40:00)","0"
"3","[2016-10-10 07:20:00,2016-10-10 07:40:00)","0"
"3","[2016-10-10 07:20:00,2016-10-10 07:40:00)","1"
"1","[2016-10-10 07:40:00,2016-10-10 08:00:00)","0"
"1","[2016-10-10 07:40:00,2016-10-10 08:00:00)","1"
"2","[2016-10-10 07:40:00,2016-10-10 08:00:00)","0"
"3","[2016-10-10 07:40:00,2016-10-10 08:00:00)","0"
"3","[2016-10-10 07:40:00,2016-10-10 08:00:00)","1"
"1","[2016-10-10 08:00:00,2016-10-10 08:20:00)","0"
"1","[2016-10-10 08:00:00,2016-10-10 08:20:00)","1"
"2","[2016-10-10 08:00:00,2016-10-10 08:20:00)","0"
"3","[2016-10-10 08:00:00,2016-10-10 08:20:00)","0"
"3","[2016-10-10 08:00:00,2016-10-10 08:20:00)","1"
"1","[2016-10-10 08:20:00,2016-10-10 08:40:00)","0"
"1","[2016-10-10 08:20:00,2016-10-10 08:40:00)","1"
"2","[2016-10-10 08:20:00,2016-10-10 08:40:00)","0"
"3","[2016-10-10 08:20:00,2016-10-10 08:40:00)","0"
"3","[2016-10-10 08:20:00,2016-10-10 08:40:00)","1"
"1","[2016-10-10 08:40:00,2016-10-10 09:00:00)","0"
"1","[2016-10-10 08:40:00,2016-10-10 09:00:00)","1"
"2","[2016-10-10 08:40:00,2016-10-10 09:00:00)","0"
"3","[2016-10-10 08:40:00,2016-10-10 09:00:00)","0"
"3","[2016-10-10 08:40:00,2016-10-10 09:00:00)","1"
"1","[2016-10-10 09:00:00,2016-10-10 09:20:00)","0"
"1","[2016-10-10 09:00:00,2016-10-10 09:20:00)","1"
"2","[2016-10-10 09:00:00,2016-10-10 09:20:00)","0"
"3","[2016-10-10 09:00:00,2016-10-10 09:20:00)","0"
"3","[2016-10-10 09:00:00,2016-10-10 09:20:00)","1"
"1","[2016-10-10 09:20:00,2016-10-10 09:40:00)","0"
"1","[2016-10-10 09:20:00,2016-10-10 09:40:00)","1"
"2","[2016-10-10 09:20:00,2016-10-10 09:40:00)","0"
"3","[2016-10-10 09:20:00,2016-10-10 09:40:00)","0"
"3","[2016-10-10 09:20:00,2016-10-10 09:40:00)","1"
"1","[2016-10-10 09:40:00,2016-10-10 10:00:00)","0"
"1","[2016-10-10 09:40:00,2016-10-10 10:00:00)","1"
"2","[2016-10-10 09:40:00,2016-10-10 10:00:00)","0"
"3","[2016-10-10 09:40:00,2016-10-10 10:00:00)","0"
"3","[2016-10-10 09:40:00,2016-10-10 10:00:00)","1"
"1","[2016-10-10 10:00:00,2016-10-10 10:20:00)","0"
"1","[2016-10-10 10:00:00,2016-10-10 10:20:00)","1"
"2","[2016-10-10 10:00:00,2016-10-10 10:20:00)","0"
"3","[2016-10-10 10:00:00,2016-10-10 10:20:00)","0"
"3","[2016-10-10 10:00:00,2016-10-10 10:20:00)","1"
