"time_window","link_100","link_101","link_102","link_103","link_104","link_105","link_106","link_107","link_108","link_109","link_110","link_111","link_112","link_113","link_114","link_115","link_116","link_117","link_118","link_119","link_120","link_121","link_122","link_123"
"[2016-09-27 13:40:00,2016-09-27 14:00:00)","8.97","7.74","10.37","5.62","20.1","11.33","1.11","4.78","6.65","8.67","11.37","20.41","15.92","20.24","18.26","9.79","17.05","33.49","19.96","1.1","0.99","27.4","27.32","6.53"
"[2016-09-27 14:00:00,2016-09-27 14:20:00)","9.57","8.46","9.61","6.33","25.02","16.43","5.06","4.78","5.07","10.22","12.83","25.69","18.16","29.27","20.84","8.8","15.63","34.06","30.38","1.02","0.85","22.79","31.87","6.72"
"[2016-09-27 14:20:00,2016-09-27 14:40:00)","7.75","7.92","8.96","3.08","23.54","11.2","1.21","3.88","4.33","9.34","12.0","24.29","32.76","25.41","20.54","7.81","15.44","16.86","26.04","0.96","0.71","13.4","41.26","6.64"
"[2016-09-27 14:40:00,2016-09-27 15:00:00)","8.57","8.96","10.39","6.76","21.54","11.72","1.85","3.76","4.35","9.8","10.29","28.84","28.45","20.59","17.99","10.53","17.91","30.59","23.29","0.84","0.73","14.22","44.37","5.79"
"[2016-09-27 15:00:00,2016-09-27 15:20:00)","8.75","4.71","10.46","4.15","22.71","15.24","0.68","6.35","4.61","9.87","14.95","24.15","21.24","6.7","17.83","8.92","8.8","31.03","21.13","0.86","0.69","33.34","41.13","5.78"
"[2016-09-27 15:20:00,2016-09-27 15:40:00)","7.75","9.04","10.85","6.23","24.4","12.17","1.67","4.4","4.0","10.6","11.43","26.58","21.57","34.11","16.74","10.17","22.53","20.46","27.65","0.81","0.59","12.96","37.82","5.83"
"[2016-09-27 15:40:00,2016-09-27 16:00:00)","6.99","11.49","10.63","8.03","28.03","12.08","1.49","4.16","6.02","10.27","18.21","29.54","31.62","21.54","19.9","12.35","14.45","26.27","29.89","0.99","0.87","21.87","35.98","6.54"
"[2016-09-27 16:00:00,2016-09-27 16:20:00)","6.7","8.28","9.73","3.25","23.58","15.34","2.3","3.92","5.02","9.13","16.52","25.17","34.37","30.91","19.45","8.9","15.87","45.58","97.74","1.04","1.05","13.26","85.02","6.09"
"[2016-09-27 16:20:00,2016-09-27 16:40:00)","8.6","9.65","8.5","3.35","74.87","11.55","1.6","5.91","7.0","9.67","16.94","16.28","16.13","24.36","13.59","8.93","16.57","64.44","29.04","0.78","1.2","24.95","25.97","8.85"
"[2016-09-27 16:40:00,2016-09-27 17:00:00)","7.26","9.31","13.5","4.37","75.14","23.1","1.86","4.47","5.73","13.49","11.87","33.55","30.53","35.52","18.92","14.07","18.9","190.87","32.31","1.08","1.14","17.37","37.37","6.73"
"[2016-09-27 17:00:00,2016-09-27 17:20:00)","6.95","8.41","11.55","3.37","42.01","19.26","1.7","4.72","5.9","11.01","12.1","24.98","29.42","41.13","20.13","14.7","21.96","34.94","33.17","1.26","1.0","12.11","31.13","6.81"
"[2016-09-27 17:20:00,2016-09-27 17:40:00)","7.09","16.99","9.33","6.43","24.74","8.95","1.61","3.93","4.41","10.32","11.4","18.26","16.61","26.86","17.13","9.33","16.14","23.75","24.27","0.84","0.79","10.32","30.79","5.64"
"[2016-09-27 17:40:00,2016-09-27 18:00:00)","6.2","7.98","10.66","15.04","38.72","14.31","1.59","4.91","5.52","13.22","11.33","30.37","83.55","29.74","17.47","11.38","16.43","20.14","27.11","0.85","1.03","11.49","29.64","6.77"
"[2016-09-27 18:00:00,2016-09-27 18:20:00)","7.28","10.56","12.49","4.8","99.16","11.45","1.74","4.43","5.0","43.63","15.31","24.79","17.52","25.32","18.71","11.77","18.71","24.32","22.74","0.92","0.82","15.52","43.99","7.33"
"[2016-09-27 18:20:00,2016-09-27 18:40:00)","9.02","9.16","9.74","3.0","23.36","13.71","2.12","5.66","6.43","9.1","15.17","27.76","47.77","28.29","20.53","32.78","18.57","61.67","41.6","0.86","1.11","14.22","34.31","9.02"
"[2016-09-27 18:40:00,2016-09-27 19:00:00)","7.92","11.84","9.56","3.0","25.04","10.54","1.47","5.38","4.97","9.01","14.86","21.06","19.7","15.97","19.83","9.36","16.03","39.26","24.22","1.06","0.8","31.82","40.45","6.3"
"[2016-09-27 19:00:00,2016-09-27 19:20:00)","8.96","11.05","16.85","3.98","40.05","14.68","2.41","3.47","4.01","16.58","11.34","30.54","44.36","63.26","16.9","14.38","18.86","22.69","18.69","0.78","0.66","14.7","45.8","5.69"
"[2016-09-27 19:20:00,2016-09-27 19:40:00)","6.79","7.56","10.68","7.77","24.43","10.12","1.46","4.26","5.47","9.99","15.45","15.33","18.23","25.44","18.3","11.32","17.45","36.13","22.24","0.82","1.1","10.3","32.09","6.42"
"[2016-09-27 19:40:00,2016-09-27 20:00:00)","7.01","8.23","9.17","5.66","27.58","8.69","1.32","3.95","4.71","8.95","15.97","17.76","19.86","18.14","24.73","10.69","16.36","29.83","15.34","0.8","0.79","13.17","25.8","8.09"
"[2016-09-27 20:00:00,2016-09-27 20:20:00)","6.3","10.28","12.31","3.16","29.63","9.89","1.59","4.92","5.51","11.17","14.04","24.56","35.94","16.89","27.31","13.89","18.89","28.95","21.58","0.98","0.86","29.28","38.16","7.73"
"[2016-09-27 20:20:00,2016-09-27 20:40:00)","8.69","7.58","10.69","3.34","28.52","11.77","1.69","4.0","4.61","10.18","14.69","22.75","18.13","31.02","20.59","10.72","19.72","20.04","26.08","1.26","0.71","12.63","23.38","6.14"
"[2016-09-27 20:40:00,2016-09-27 21:00:00)","5.78","9.63","9.65","6.89","30.67","9.19","1.6","3.73","4.54","9.92","11.79","21.62","13.69","26.04","62.13","9.07","13.45","27.36","27.48","0.95","0.7","16.97","30.97","6.01"
"[2016-09-27 21:00:00,2016-09-27 21:20:00)","6.21","7.58","11.95","3.77","48.2","12.12","2.01","3.59","4.23","12.69","15.7","19.93","44.41","22.49","19.17","9.75","19.76","23.53","21.94","0.7","0.92","14.92","47.95","6.21"
"[2016-09-27 21:20:00,2016-09-27 21:40:00)","7.28","10.79","12.56","2.44","38.06","10.97","1.98","2.64","3.34","11.68","10.3","18.03","70.34","19.0","12.87","9.45","16.11","28.96","17.8","0.6","0.96","15.57","24.99","5.86"
"[2016-09-27 21:40:00,2016-09-27 22:00:00)","5.18","5.28","8.76","3.32","21.22","10.6","1.42","3.63","4.43","7.25","12.28","31.82","15.8","24.04","15.53","9.72","13.12","25.19","18.63","0.74","0.87","16.12","23.75","6.5"
"[2016-09-27 22:00:00,2016-09-27 22:20:00)","3.9","0","0","1.08","0","19.03","0","2.51","3.51","0","8.33","27.71","0","0","18.57","0","0","25.48","32.65","0.66","0.51","0","39.36","4.28"
"[2016-09-27 22:20:00,2016-09-27 22:40:00)","6.32","11.83","10.38","2.34","23.71","8.64","1.43","4.0","5.56","9.1","11.87","26.0","19.87","15.7","17.71","10.11","19.62","23.34","16.67","0.78","1.01","33.2","65.39","6.8"
"[2016-09-27 22:40:00,2016-09-27 23:00:00)","0","0","0","0","0","0","0","3.52","4.54","0","12.79","0","0","0","16.26","0","0","27.94","25.76","0.72","0.89","0","23.64","5.32"
"[2016-09-27 23:00:00,2016-09-27 23:20:00)","0","18.82","10.29","3.54","26.4","0","3.36","2.65","4.04","10.54","10.04","16.36","59.13","32.27","0","8.69","17.56","19.71","0","0","0.66","26.44","0","4.23"
"[2016-09-27 23:20:00,2016-09-27 23:40:00)","3.21","6.44","12.58","1.8","33.87","23.0","1.41","3.09","3.99","15.75","10.99","9.14","34.93","23.41","13.83","10.37","11.85","0","18.57","0.96","0","10.47","23.17","4.59"
"[2016-09-27 23:40:00,2016-09-28 00:00:00)","6.2","6.67","8.6","3.55","23.98","5.68","1.53","3.1","5.2","8.53","8.05","20.4","52.59","24.59","0","7.16","14.82","22.39","0","0","0.96","11.08","0","3.85"
"[2016-09-28 00:00:00,2016-09-28 00:20:00)","0","0","0","0","0","0","0","2.15","2.42","0","3.43","0","0","0","11.43","0","0","0","26.89","0.53","0","0","72.48","2.78"
"[2016-09-28 00:20:00,2016-09-28 00:40:00)","6.8","9.78","0","3.39","0","15.0","1.56","0","0","0","0","13.45","0","19.32","0","0","20.76","0","0","0","0","12.58","12.45","0"
"[2016-09-28 00:40:00,2016-09-28 01:00:00)","7.41","0","0","5.14","0","9.63","0","4.85","8.93","0","10.4","13.57","0","0","18.97","0","0","43.76","25.91","0.72","2.11","0","26.21","5.67"
"[2016-09-28 01:00:00,2016-09-28 01:20:00)","0","5.14","10.31","9.6","24.49","0","1.09","3.01","3.11","9.96","17.6","22.54","51.9","18.54","18.34","10.77","23.63","128.06","41.52","0.91","11.73","7.99","37.8","3.46"
"[2016-09-28 01:20:00,2016-09-28 01:40:00)","5.87","6.29","0","2.48","0","9.69","1.53","3.14","4.05","0","9.48","13.76","0","17.19","12.32","0","13.55","17.99","15.97","0.53","0.76","10.34","21.64","4.93"
"[2016-09-28 01:40:00,2016-09-28 02:00:00)","11.18","0","0","8.97","0","12.39","0","3.6","4.22","0","10.36","35.37","0","0","16.31","0","0","0","20.52","0.9","0","0","26.05","5.82"
"[2016-09-28 02:00:00,2016-09-28 02:20:00)","5.34","0","0","4.6","0","8.77","0","1.94","2.46","0","9.73","9.32","0","0","12.98","0","0","0","17.26","0.57","0","0","27.4","3.7"
"[2016-09-28 02:20:00,2016-09-28 02:40:00)","0","0","0","0","0","0","0","3.32","3.6","0","11.09","0","0","0","25.35","0","0","13.52","22.31","1.07","0.42","0","59.89","6.04"
"[2016-09-28 02:40:00,2016-09-28 03:00:00)","9.64","0","0","3.66","0","12.96","0","3.86","4.75","0","10.46","19.3","0","0","20.98","0","0","23.74","29.76","1.0","0.81","0","39.32","6.28"
"[2016-09-28 03:00:00,2016-09-28 03:20:00)","9.33","0","0","4.7","0","11.48","0","4.77","5.61","0","15.68","17.36","0","0","46.95","0","0","21.2","48.85","2.13","0.55","0","43.36","8.44"
"[2016-09-28 03:20:00,2016-09-28 03:40:00)","0","0","0","0","0","0","0","2.89","3.32","0","12.92","0","0","0","0","0","0","25.49","0","0","0.48","0","0","6.39"
"[2016-09-28 03:40:00,2016-09-28 04:00:00)","0","6.91","10.04","1.82","28.77","0","1.83","5.93","5.95","174.85","10.43","10.09","18.31","52.57","19.41","8.39","14.0","52.72","51.23","0.6","0.94","11.58","180.75","7.81"
"[2016-09-28 04:00:00,2016-09-28 04:20:00)","0","0","0","0","0","0","0","3.03","3.49","0","9.8","0","0","0","0","0","0","24.19","0","0","0.53","0","0","5.36"
"[2016-09-28 04:20:00,2016-09-28 04:40:00)","0","0","0","0","0","0","0","2.8","3.29","0","8.1","0","0","0","34.81","0","0","25.58","16.59","0.67","0.53","0","129.97","6.53"
"[2016-09-28 04:40:00,2016-09-28 05:00:00)","0","0","0","0","0","0","0","8.32","7.63","0","9.65","0","0","0","0","0","0","34.47","0","0","1.21","0","0","12.11"
"[2016-09-28 05:00:00,2016-09-28 05:20:00)","0","0","0","0","0","0","0","2.8","3.45","0","9.21","0","0","0","17.73","0","0","13.65","23.32","0.78","0.56","0","34.93","4.73"
"[2016-09-28 05:20:00,2016-09-28 05:40:00)","7.04","0","0","3.33","0","11.04","0","3.07","4.12","0","9.6","14.86","0","0","14.19","0","0","32.89","19.28","0.67","0.63","0","40.44","5.1"
"[2016-09-28 05:40:00,2016-09-28 06:00:00)","7.78","7.76","14.69","2.79","24.99","11.48","6.07","3.12","3.72","10.62","17.09","16.61","44.71","28.02","15.61","18.14","22.33","18.99","20.3","0.7","0.69","15.0","32.16","5.92"
"[2016-09-28 06:00:00,2016-09-28 06:20:00)","2.83","7.07","11.55","3.42","25.68","3.8","1.48","3.22","4.05","11.54","10.47","12.69","55.73","28.24","16.96","11.18","15.16","22.23","21.1","0.73","0.72","11.51","34.55","5.38"
"[2016-09-28 06:20:00,2016-09-28 06:40:00)","7.54","9.64","9.41","2.79","25.07","11.51","1.94","2.99","4.45","9.61","11.91","16.28","20.16","27.35","18.3","8.3","16.76","32.02","30.21","0.92","0.75","30.32","42.93","5.22"
"[2016-09-28 06:40:00,2016-09-28 07:00:00)","9.31","6.79","10.54","3.6","23.34","16.79","1.26","4.72","6.59","9.93","12.29","20.42","37.64","23.8","21.34","8.63","14.75","14.23","49.93","1.32","0.81","34.42","36.45","7.62"
"[2016-09-28 07:00:00,2016-09-28 07:20:00)","9.79","7.58","11.05","13.56","21.98","25.34","1.8","3.59","4.81","9.15","12.51","29.61","21.55","33.11","39.85","10.58","16.59","22.39","67.17","1.21","0.76","11.35","42.77","5.46"
"[2016-09-28 07:20:00,2016-09-28 07:40:00)","3.73","12.49","11.78","3.68","34.62","7.91","1.45","5.32","6.14","11.79","13.05","25.3","34.31","24.95","28.18","17.23","13.67","35.28","71.53","0.9","1.18","12.8","29.33","8.17"
"[2016-09-28 07:40:00,2016-09-28 08:00:00)","7.53","9.54","8.87","2.48","26.59","10.46","1.87","4.65","5.42","9.94","10.9","13.6","38.07","17.98","53.8","7.75","15.75","35.8","85.29","0.95","0.94","28.97","36.47","7.46"
"[2016-09-28 08:00:00,2016-09-28 08:20:00)","6.82","8.06","11.07","6.34","24.47","10.0","1.73","5.61","7.1","10.45","20.13","22.92","41.08","32.84","21.38","11.14","16.95","30.39","36.92","3.0","1.1","17.26","42.0","8.5"
"[2016-09-28 08:20:00,2016-09-28 08:40:00)","6.05","9.12","9.19","7.81","20.55","12.9","1.72","5.23","5.82","8.91","13.29","20.66","15.0","19.6","41.1","8.45","19.56","41.48","67.65","1.35","0.91","12.97","48.85","7.36"
"[2016-09-28 08:40:00,2016-09-28 09:00:00)","6.78","8.4","8.79","4.38","19.28","9.16","3.37","5.25","7.89","8.51","14.44","28.78","16.49","34.39","44.46","13.34","17.25","22.76","86.58","1.31","1.01","27.28","34.65","7.26"
"[2016-09-28 09:00:00,2016-09-28 09:20:00)","7.16","9.09","16.43","9.59","27.16","11.35","1.43","7.16","6.87","41.16","13.85","41.64","31.02","17.94","81.62","14.28","17.52","29.84","70.01","0.96","0.93","12.93","49.82","10.19"
"[2016-09-28 09:20:00,2016-09-28 09:40:00)","12.09","6.88","9.84","3.11","33.17","13.88","1.45","5.84","6.68","11.22","17.19","45.06","39.64","46.78","53.84","8.3","15.27","28.06","92.91","1.59","0.96","9.78","28.55","8.59"
"[2016-09-28 09:40:00,2016-09-28 10:00:00)","6.49","8.55","8.46","3.61","20.55","7.21","0.97","4.29","5.25","8.85","14.28","37.09","18.79","17.43","20.54","9.59","13.96","36.66","67.14","1.03","0.78","41.46","40.34","6.7"
"[2016-09-28 10:00:00,2016-09-28 10:20:00)","6.07","9.88","10.33","4.17","27.47","7.19","1.46","4.37","4.71","9.86","11.39","19.17","27.45","15.65","17.3","10.2","20.16","30.82","42.08","0.94","0.71","21.38","28.64","6.01"
"[2016-09-28 10:20:00,2016-09-28 10:40:00)","6.24","9.11","0","2.61","0","9.21","1.89","3.91","5.14","0","12.98","20.81","0","21.67","16.77","0","17.73","38.48","26.89","0.95","0.89","15.23","32.09","6.05"
"[2016-09-28 10:40:00,2016-09-28 11:00:00)","8.68","8.01","10.45","13.2","24.73","13.11","1.43","4.42","5.89","10.06","13.26","28.42","19.91","18.73","16.81","9.47","14.76","28.29","39.16","0.79","0.95","22.08","40.9","7.0"
"[2016-09-28 11:00:00,2016-09-28 11:20:00)","7.56","8.18","11.4","3.81","25.87","9.73","1.69","3.6","4.76","11.2","13.84","35.86","68.45","18.0","21.13","7.92","16.6","32.3","31.05","1.2","0.7","75.71","29.54","5.62"
"[2016-09-28 11:20:00,2016-09-28 11:40:00)","7.42","11.92","11.23","7.55","30.77","10.67","2.28","4.35","5.28","11.34","11.94","25.52","40.38","23.28","19.37","18.04","19.12","29.71","31.62","0.98","0.78","14.99","36.31","6.27"
"[2016-09-28 11:40:00,2016-09-28 12:00:00)","6.64","8.38","0","2.39","0","12.61","1.77","3.73","4.85","0","12.9","18.94","0","32.05","25.22","0","19.29","27.24","50.71","1.19","0.72","12.33","26.1","5.98"
"[2016-09-28 12:00:00,2016-09-28 12:20:00)","10.59","7.99","10.27","3.55","21.03","14.12","2.21","6.24","4.9","8.64","11.51","20.06","64.77","19.45","19.0","8.83","16.95","33.68","38.35","1.0","0.84","27.86","32.61","6.08"
"[2016-09-28 12:20:00,2016-09-28 12:40:00)","8.51","8.36","9.92","6.0","26.83","10.47","1.87","3.27","4.4","9.34","10.34","21.51","47.71","23.83","17.03","10.84","15.18","19.75","27.2","0.81","0.75","16.97","40.53","5.0"
"[2016-09-28 12:40:00,2016-09-28 13:00:00)","6.56","7.38","8.41","8.09","18.98","9.99","1.35","3.57","4.51","8.45","12.54","24.98","14.21","19.57","20.55","8.98","15.47","25.97","23.51","1.06","0.68","11.89","38.92","5.97"
"[2016-09-28 13:00:00,2016-09-28 13:20:00)","6.55","8.28","10.25","4.43","24.4","9.08","1.46","9.38","6.59","11.22","12.37","25.45","37.49","26.19","18.55","9.14","16.16","30.92","26.73","1.16","1.03","19.67","27.76","7.16"
"[2016-09-28 13:20:00,2016-09-28 13:40:00)","6.7","8.81","12.75","4.41","28.33","12.8","1.45","4.84","6.41","10.38","14.56","25.57","28.18","18.42","21.03","14.51","22.67","37.9","36.75","0.96","1.1","15.69","35.64","7.91"
"[2016-09-28 13:40:00,2016-09-28 14:00:00)","8.82","7.36","10.12","4.72","127.48","11.81","1.46","4.47","5.11","9.93","11.66","23.94","20.98","28.62","18.33","10.2","16.72","27.74","27.06","0.87","0.83","10.82","36.1","6.39"
"[2016-09-28 14:00:00,2016-09-28 14:20:00)","7.41","8.41","8.78","5.82","30.0","10.69","1.65","4.38","5.43","10.0","11.19","23.93","28.55","20.44","17.32","8.21","14.92","30.98","20.23","0.85","1.14","15.77","35.64","6.03"
"[2016-09-28 14:20:00,2016-09-28 14:40:00)","8.42","9.52","7.78","7.38","20.93","11.0","1.72","5.01","8.19","7.52","11.39","20.02","23.29","20.78","21.37","11.24","15.84","33.16","30.4","1.34","0.91","13.46","32.34","6.03"
"[2016-09-28 14:40:00,2016-09-28 15:00:00)","7.36","12.33","9.72","3.26","24.66","25.14","2.03","4.06","5.42","10.23","11.76","20.69","30.22","37.17","20.05","9.34","18.18","27.12","28.41","1.19","0.78","23.14","56.4","6.62"
"[2016-09-28 15:00:00,2016-09-28 15:20:00)","9.24","8.03","9.39","4.9","26.08","18.33","1.2","4.43","5.63","9.72","13.27","23.44","37.9","11.44","19.88","8.84","24.09","22.66","35.87","1.11","0.94","16.83","37.44","6.34"
"[2016-09-28 15:20:00,2016-09-28 15:40:00)","10.24","19.46","9.65","5.09","25.48","26.78","1.85","4.56","5.52","9.59","13.62","28.46","18.8","26.58","18.79","9.03","20.02","45.96","22.75","1.03","1.02","31.96","30.96","7.66"
"[2016-09-28 15:40:00,2016-09-28 16:00:00)","9.51","7.58","9.55","2.63","22.51","27.23","1.57","3.69","4.77","8.86","12.56","15.3","18.79","15.07","21.02","9.41","18.49","23.69","28.98","1.44","0.7","45.98","41.57","5.71"
"[2016-09-28 16:00:00,2016-09-28 16:20:00)","10.86","11.46","11.08","8.84","31.48","30.03","1.26","4.93","5.94","9.87","11.81","50.54","23.07","13.33","31.22","12.18","22.69","40.2","30.77","0.93","0.93","55.46","35.77","7.14"
"[2016-09-28 16:20:00,2016-09-28 16:40:00)","11.38","7.73","9.75","8.1","25.02","26.71","9.94","5.34","8.8","10.28","11.81","21.94","16.07","11.79","18.55","9.62","16.73","32.61","27.66","1.04","0.95","11.66","41.84","6.21"
"[2016-09-28 16:40:00,2016-09-28 17:00:00)","8.36","7.23","10.65","3.97","23.62","35.06","1.44","4.73","6.74","11.44","18.42","16.85","33.48","14.19","17.89","9.29","13.53","39.02","23.84","0.9","1.17","11.62","31.05","6.47"
"[2016-09-28 17:00:00,2016-09-28 17:20:00)","10.06","17.7","9.74","4.16","25.68","25.8","2.1","3.8","4.9","9.58","13.21","21.18","34.46","26.08","18.48","8.79","18.0","18.35","42.59","1.01","1.02","15.32","34.75","6.38"
"[2016-09-28 17:20:00,2016-09-28 17:40:00)","10.24","10.13","9.61","4.34","28.03","20.91","1.74","4.85","5.87","10.46","14.71","37.31","74.67","26.36","17.58","8.73","15.9","63.57","29.52","0.8","1.13","13.53","38.66","7.96"
"[2016-09-28 17:40:00,2016-09-28 18:00:00)","10.23","9.62","12.38","3.46","32.02","13.86","1.72","4.97","5.53","12.41","15.35","16.77","28.28","16.49","21.07","7.67","20.61","44.1","41.04","1.33","0.89","13.51","34.81","7.33"
"[2016-09-28 18:00:00,2016-09-28 18:20:00)","0","13.23","13.09","3.99","158.3","97.11","1.86","5.66","6.46","15.54","14.39","32.22","30.52","28.88","22.53","11.18","17.89","54.64","36.78","1.23","1.88","32.43","41.35","9.2"
"[2016-09-28 18:20:00,2016-09-28 18:40:00)","14.09","9.35","9.82","4.86","45.89","14.38","1.85","5.08","5.31","9.1","13.6","27.49","45.38","15.38","19.32","9.98","19.32","33.49","21.1","0.93","0.88","14.56","31.32","7.11"
"[2016-09-28 18:40:00,2016-09-28 19:00:00)","10.96","15.03","8.62","22.46","54.0","31.1","1.54","5.43","5.63","8.41","19.27","15.74","26.48","14.04","20.57","12.38","40.85","37.7","28.68","1.04","0.94","26.03","32.21","7.98"
"[2016-09-28 19:00:00,2016-09-28 19:20:00)","10.18","17.04","11.97","12.16","32.5","20.38","1.89","4.2","5.46","12.62","12.67","26.42","44.89","30.44","18.21","15.93","21.04","43.2","30.07","0.98","0.96","22.14","38.88","6.08"
"[2016-09-28 19:20:00,2016-09-28 19:40:00)","10.57","15.51","9.96","4.8","28.11","22.54","2.28","7.57","6.65","10.24","16.32","30.29","41.42","37.87","19.98","9.38","25.39","52.51","22.3","1.03","1.05","19.83","23.54","8.76"
"[2016-09-28 19:40:00,2016-09-28 20:00:00)","7.43","0","9.52","5.47","21.53","9.45","0","7.91","8.77","9.12","16.7","20.9","31.52","0","27.98","5.86","0","61.2","25.8","1.24","1.57","0","28.51","12.14"
"[2016-09-28 20:00:00,2016-09-28 20:20:00)","9.23","7.21","8.23","2.79","42.28","18.12","1.72","7.07","6.75","8.11","12.03","28.31","26.69","16.52","20.03","7.68","17.8","41.28","21.06","0.98","0.78","17.2","34.7","6.45"
"[2016-09-28 20:20:00,2016-09-28 20:40:00)","8.77","13.72","17.01","3.59","44.29","20.48","1.95","10.46","8.58","17.02","14.11","33.48","32.36","38.76","21.7","14.35","18.44","43.39","34.23","1.21","1.27","17.76","36.47","9.13"
"[2016-09-28 20:40:00,2016-09-28 21:00:00)","8.7","16.88","9.65","3.82","38.6","23.33","11.89","4.29","4.96","9.37","11.31","32.69","28.34","18.19","16.95","7.19","24.35","16.64","23.39","0.93","0.73","14.05","66.08","6.26"
"[2016-09-28 21:00:00,2016-09-28 21:20:00)","7.78","8.06","12.15","3.49","37.98","11.08","2.12","4.86","5.4","10.99","11.21","18.52","28.59","35.04","19.11","11.52","17.63","33.82","24.6","0.98","0.8","12.81","30.26","5.93"
"[2016-09-28 21:20:00,2016-09-28 21:40:00)","10.01","11.67","13.32","2.5","29.8","12.15","4.33","16.38","5.96","13.73","11.68","35.53","75.95","49.61","18.39","16.0","25.25","19.91","25.05","0.76","0.87","18.48","26.37","5.55"
"[2016-09-28 21:40:00,2016-09-28 22:00:00)","6.26","8.88","9.08","4.01","27.55","8.43","1.59","5.25","4.55","12.07","13.38","27.88","70.65","30.29","17.76","10.41","13.7","21.24","20.83","0.76","0.83","12.48","31.56","6.34"
"[2016-09-28 22:00:00,2016-09-28 22:20:00)","6.93","0","0","5.34","0","9.65","0","3.2","5.04","0","10.49","24.11","0","0","0","0","0","30.21","0","0","0.79","0","33.16","6.01"
"[2016-09-28 22:20:00,2016-09-28 22:40:00)","9.4","6.92","16.16","1.46","26.12","14.01","1.22","2.16","2.54","6.96","6.93","20.41","35.84","11.71","0","6.74","17.96","29.76","0","0","0.38","18.14","20.57","3.75"
"[2016-09-28 22:40:00,2016-09-28 23:00:00)","0","8.84","8.79","0","22.33","0","1.31","2.76","3.83","8.53","9.78","0","0","12.56","22.23","4.18","16.7","22.77","31.92","1.0","0.49","39.09","59.0","5.54"
"[2016-09-28 23:00:00,2016-09-28 23:20:00)","5.68","0","0","8.19","0","8.79","0","2.27","2.82","0","8.57","30.28","0","0","16.26","0","0","14.78","20.71","0.71","0.46","0","34.7","3.9"
"[2016-09-28 23:20:00,2016-09-28 23:40:00)","0","5.89","6.69","3.91","25.48","0","1.48","3.13","4.37","7.38","10.62","12.64","49.37","14.19","0","5.68","15.48","21.96","0","0","0.69","39.14","0","5.19"
"[2016-09-28 23:40:00,2016-09-29 00:00:00)","7.13","6.9","8.01","2.26","18.08","15.75","1.48","0","0","7.62","0","15.19","13.58","33.72","0","8.49","14.65","0","0","0","0","10.41","0","0"
"[2016-09-29 00:00:00,2016-09-29 00:20:00)","5.27","0","0","4.45","0","7.87","0","0","0","0","0","13.72","0","0","0","0","0","0","0","0","0","0","41.27","0"
"[2016-09-29 00:20:00,2016-09-29 00:40:00)","10.47","0","0","3.17","0","13.01","0","3.48","4.31","0","9.8","29.72","0","0","0","0","0","41.52","0","0","0.64","0","39.55","5.3"
"[2016-09-29 00:40:00,2016-09-29 01:00:00)","7.95","11.52","0","2.63","0","12.71","2.2","3.02","4.39","0","9.6","14.32","0","25.75","0","0","20.55","21.56","0","0","0.74","15.54","0","5.3"
"[2016-09-29 01:00:00,2016-09-29 01:20:00)","4.15","7.11","8.75","2.02","19.87","5.59","1.35","4.61","7.61","8.41","12.46","10.59","19.43","12.98","0","9.37","14.83","164.91","0","0","1.74","25.94","0","7.06"
"[2016-09-29 01:20:00,2016-09-29 01:40:00)","8.3","0","0","3.98","0","10.73","0","5.19","6.11","0","8.29","42.19","0","0","0","0","0","69.55","0","0","0.92","0","44.19","5.4"
"[2016-09-29 01:40:00,2016-09-29 02:00:00)","4.64","9.44","0","0.66","0","13.12","22.41","3.79","5.86","0","10.75","16.26","0","28.02","0","0","11.53","29.35","0","0","0.68","14.96","0","5.6"
"[2016-09-29 02:00:00,2016-09-29 02:20:00)","0","0","0","0","0","0","0","15.35","9.22","0","17.31","0","0","0","0","0","0","40.59","0","0","1.03","0","0","9.07"
"[2016-09-29 02:20:00,2016-09-29 02:40:00)","0","0","0","0","0","0","0","2.88","3.41","0","8.85","0","0","0","15.0","0","0","0","27.65","0.74","0","0","41.3","5.0"
"[2016-09-29 03:00:00,2016-09-29 03:20:00)","0","0","0","0","0","0","0","4.06","4.78","0","7.64","0","0","0","0","0","0","18.0","0","0","0.72","0","0","6.26"
"[2016-09-29 03:20:00,2016-09-29 03:40:00)","6.09","7.42","9.86","26.32","22.91","7.02","1.34","2.55","5.34","9.33","9.4","17.35","27.18","12.88","22.85","11.29","12.34","28.32","24.44","0.8","0.67","31.14","26.3","4.43"
"[2016-09-29 03:40:00,2016-09-29 04:00:00)","5.52","7.06","0","2.19","0","7.4","17.36","2.57","3.11","0","8.82","11.51","0","13.88","16.35","0","15.48","16.79","19.63","0.82","0.59","9.92","32.56","4.38"
"[2016-09-29 04:00:00,2016-09-29 04:20:00)","8.51","0","0","4.79","0","11.83","0","3.14","3.84","0","13.34","44.41","0","0","17.41","0","0","21.58","18.97","0.73","0.71","0","32.72","5.53"
"[2016-09-29 04:20:00,2016-09-29 04:40:00)","9.51","8.02","0","1.96","0","15.34","1.45","3.06","3.69","0","8.28","10.3","0","20.61","0","0","15.32","19.62","0","0","0.55","11.38","0","4.86"
"[2016-09-29 04:40:00,2016-09-29 05:00:00)","0","0","0","0","0","0","0","2.36","3.08","0","9.36","0","0","0","18.81","0","0","27.86","21.96","0.85","0.43","0","33.71","4.06"
