"intersection_id","tollgate_id","time_window(%H:%M:%S)","weekday","weather:aveTravelTime"
"C","1","[09:40:00 10:00:00)","2","59.0000 3.2000 28.6000 88.0000 2.7000 214.16;94.0000 1.2000 33.9000 54.0000 0.0000 119.71;340.0000 2.1000 24.2000 77.0000 0.0000 134.05;11.0000 4.5000 25.4000 42.0000 0.0000 170.32;104.0000 4.2000 28.7000 72.0000 0.0000 166.0;327.0000 1.5000 23.9000 75.0000 0.0000 245.07;87.0000 2.4000 23.0000 56.0000 0.0000 166.25"
"C","1","[17:00:00 17:20:00)","2","202.0000 1.5000 29.0000 80.0000 0.0000 173.78;352.0000 0.7000 31.5000 61.0000 0.0000 244.31;310.0000 3.1000 24.5000 94.0000 4.8000 126.9;93.0000 2.1000 28.2000 89.0000 0.0000 159.5;94.0000 3.2000 29.7000 71.0000 0.0000 177.73;204.0000 1.6000 23.4000 60.0000 0.0000 170.1;302.0000 2.5000 21.6000 92.0000 0.0000 174.59;227.0000 1.6000 19.9000 95.0000 2.5000 172.18;70.0000 3.1000 27.1000 87.0000 0.0000 174.22;310.0000 1.5000 22.6000 80.0000 0.0000 192.26;45.0000 2.8000 20.3000 66.0000 0.0000 162.67"
"C","1","[17:00:00 17:20:00)","3","208.0000 2.1000 30.6000 63.0000 0.0000 248.15;221.0000 2.0000 30.8000 58.0000 0.0000 120.33;266.0000 1.8000 26.7000 86.0000 0.0000 178.06;98.0000 1.8000 29.4000 82.0000 0.0000 153.22;70.0000 1.5000 30.7000 73.0000 0.0000 228.67;344.0000 2.4000 22.0000 96.0000 2.2000 264.66;310.0000 1.0000 20.8000 93.0000 0.0000 237.81;51.0000 3.4000 22.6000 95.0000 1.8000 208.79;326.0000 1.6000 19.3000 78.0000 0.0000 104.45"
"C","1","[17:00:00 17:20:00)","5","190.0000 1.6000 31.3000 67.0000 0.0000 74.68;303.0000 1.9000 29.0000 79.0000 0.0000 221.5;320.0000 1.6000 25.9000 75.0000 0.0000 203.75;349.0000 1.9000 24.2000 89.0000 0.0000 206.87;82.0000 2.0000 23.4000 79.0000 0.0000 185.64;334.0000 1.4000 21.7000 89.0000 0.0000 233.27;353.0000 2.5000 20.9000 98.0000 2.5000 205.26;354.0000 1.8000 18.2000 87.0000 0.0000 292.56"
"C","1","[17:00:00 17:20:00)","7","190.0000 1.4000 33.3000 65.0000 0.0000 231.44;126.0000 1.9000 30.4000 65.0000 0.0000 165.71;50.0000 1.7000 30.7000 75.0000 0.0000 145.67;321.0000 2.1000 27.3000 93.0000 0.0000 138.14;146.0000 1.8000 26.5000 77.0000 0.0000 189.32;295.0000 1.8000 20.0000 94.0000 0.0000 212.59;12.0000 5.5000 23.3000 68.0000 0.0000 176.5;53.0000 1.4000 24.4000 85.0000 0.0000 188.39;358.0000 2.3000 23.2000 93.0000 0.0000 170.61;57.0000 4.4000 17.1000 60.0000 0.0000 219.24;7.0000 2.1000 21.9000 80.0000 0.0000 174.58"
"C","1","[17:00:00 17:20:00)","1","271.0000 0.6000 32.9000 69.0000 0.0000 142.19;125.0000 1.4000 30.9000 76.0000 0.0000 261.39;96.0000 0.4000 23.4000 81.0000 0.0000 182.82;18.0000 2.6000 21.4000 80.0000 0.0000 139.96;315.0000 0.8000 25.4000 86.0000 0.0000 170.57;62.0000 3.1000 23.1000 76.0000 0.0000 207.05;222.0000 0.9000 18.9000 92.0000 0.0000 159.01"
"C","1","[17:00:00 17:20:00)","4","169.0000 1.8000 33.5000 58.0000 0.0000 132.32;207.0000 2.4000 25.5000 95.0000 0.0000 173.0;73.0000 2.3000 29.7000 82.0000 0.0000 226.4;224.0000 4.7000 23.9000 67.0000 0.0000 254.09;192.0000 1.1000 23.9000 81.0000 0.0000 117.42;94.0000 4.1000 22.8000 95.0000 1.8000 333.43;342.0000 2.6000 19.9000 97.0000 0.3000 156.92;87.0000 1.8000 21.5000 76.0000 0.0000 159.89;41.0000 1.8000 19.8000 71.0000 0.0000 178.28"
"C","1","[17:00:00 17:20:00)","6","57.0000 1.9000 31.8000 71.0000 0.0000 153.03;103.0000 1.8000 28.6000 79.0000 0.0000 157.64;108.0000 2.0000 26.7000 60.0000 0.0000 142.48;214.0000 1.4000 25.6000 74.0000 0.0000 243.72;22.0000 3.9000 24.4000 78.0000 0.0000 145.47;73.0000 1.5000 23.7000 82.0000 0.0000 195.56;322.0000 2.2000 24.1000 94.0000 0.0000 211.23;15.0000 5.5000 18.6000 60.0000 0.0000 145.99;999017.0000 0.0000 19.8000 97.0000 0.0000 366.37"
"C","1","[17:20:00 17:40:00)","2","202.0000 1.5000 29.0000 80.0000 0.0000 192.5;352.0000 0.7000 31.5000 61.0000 0.0000 159.8;93.0000 2.1000 28.2000 89.0000 0.0000 155.73;302.0000 2.5000 21.6000 92.0000 0.0000 169.46;326.0000 2.2000 20.5000 65.0000 0.0000 144.96;70.0000 3.1000 27.1000 87.0000 0.0000 139.8;310.0000 1.5000 22.6000 80.0000 0.0000 203.25;45.0000 2.8000 20.3000 66.0000 0.0000 193.29"
"C","1","[17:20:00 17:40:00)","3","208.0000 2.1000 30.6000 63.0000 0.0000 125.53;221.0000 2.0000 30.8000 58.0000 0.0000 171.87;266.0000 1.8000 26.7000 86.0000 0.0000 226.64;223.0000 1.0000 21.2000 94.0000 0.0000 121.09;344.0000 2.4000 22.0000 96.0000 2.2000 277.86;310.0000 1.0000 20.8000 93.0000 0.0000 205.02;8.0000 3.3000 24.7000 76.0000 0.0000 218.64;326.0000 1.6000 19.3000 78.0000 0.0000 172.73"
"C","1","[17:20:00 17:40:00)","4","208.0000 3.2000 31.4000 66.0000 0.0000 311.28;61.0000 1.3000 29.9000 75.0000 0.0000 140.61;224.0000 4.7000 23.9000 67.0000 0.0000 144.84;192.0000 1.1000 23.9000 81.0000 0.0000 157.59;94.0000 4.1000 22.8000 95.0000 1.8000 245.88;86.0000 2.7000 23.1000 80.0000 0.0000 220.02;87.0000 1.8000 21.5000 76.0000 0.0000 213.59;41.0000 1.8000 19.8000 71.0000 0.0000 318.82"
"C","1","[17:20:00 17:40:00)","5","190.0000 1.6000 31.3000 67.0000 0.0000 209.64;184.0000 1.5000 32.8000 63.0000 0.0000 129.07;303.0000 1.9000 29.0000 79.0000 0.0000 210.45;335.0000 0.9000 30.4000 77.0000 0.0000 116.82;320.0000 1.6000 25.9000 75.0000 0.0000 130.1;349.0000 1.9000 24.2000 89.0000 0.0000 220.41;334.0000 1.4000 21.7000 89.0000 0.0000 253.95;353.0000 2.5000 20.9000 98.0000 2.5000 386.05;354.0000 1.8000 18.2000 87.0000 0.0000 265.63"
"C","1","[17:20:00 17:40:00)","6","150.0000 1.2000 33.6000 61.0000 0.0000 210.03;57.0000 1.9000 31.8000 71.0000 0.0000 208.75;108.0000 2.0000 26.7000 60.0000 0.0000 156.01;214.0000 1.4000 25.6000 74.0000 0.0000 333.0;73.0000 1.5000 23.7000 82.0000 0.0000 277.78;322.0000 2.2000 24.1000 94.0000 0.0000 160.51;15.0000 5.5000 18.6000 60.0000 0.0000 193.47;999017.0000 0.0000 19.8000 97.0000 0.0000 288.68"
"C","1","[17:20:00 17:40:00)","7","190.0000 1.4000 33.3000 65.0000 0.0000 109.64;126.0000 1.9000 30.4000 65.0000 0.0000 154.36;95.0000 4.0000 29.5000 66.0000 0.0000 235.35;295.0000 1.8000 20.0000 94.0000 0.0000 259.07;12.0000 5.5000 23.3000 68.0000 0.0000 173.01;53.0000 1.4000 24.4000 85.0000 0.0000 188.4;358.0000 2.3000 23.2000 93.0000 0.0000 128.54;57.0000 4.4000 17.1000 60.0000 0.0000 195.66;7.0000 2.1000 21.9000 80.0000 0.0000 226.31"
"C","1","[17:20:00 17:40:00)","1","271.0000 0.6000 32.9000 69.0000 0.0000 128.89;94.0000 0.9000 27.0000 77.0000 0.0000 201.96;96.0000 0.4000 23.4000 81.0000 0.0000 189.46;18.0000 2.6000 21.4000 80.0000 0.0000 140.91;315.0000 0.8000 25.4000 86.0000 0.0000 278.05;62.0000 3.1000 23.1000 76.0000 0.0000 190.6;222.0000 0.9000 18.9000 92.0000 0.0000 170.13"
"C","1","[17:40:00 18:00:00)","2","202.0000 1.5000 29.0000 80.0000 0.0000 141.04;352.0000 0.7000 31.5000 61.0000 0.0000 155.43;310.0000 3.1000 24.5000 94.0000 4.8000 137.64;93.0000 2.1000 28.2000 89.0000 0.0000 156.8;302.0000 2.5000 21.6000 92.0000 0.0000 197.46;326.0000 2.2000 20.5000 65.0000 0.0000 225.21;70.0000 3.1000 27.1000 87.0000 0.0000 420.62;310.0000 1.5000 22.6000 80.0000 0.0000 158.68;45.0000 2.8000 20.3000 66.0000 0.0000 230.08"
"C","1","[17:40:00 18:00:00)","3","208.0000 2.1000 30.6000 63.0000 0.0000 175.44;221.0000 2.0000 30.8000 58.0000 0.0000 192.99;223.0000 1.0000 21.2000 94.0000 0.0000 198.03;344.0000 2.4000 22.0000 96.0000 2.2000 348.28;51.0000 3.4000 22.6000 95.0000 1.8000 174.49;8.0000 3.3000 24.7000 76.0000 0.0000 164.97;326.0000 1.6000 19.3000 78.0000 0.0000 171.72"
"C","1","[17:40:00 18:00:00)","4","208.0000 3.2000 31.4000 66.0000 0.0000 237.09;169.0000 1.8000 33.5000 58.0000 0.0000 137.46;207.0000 2.4000 25.5000 95.0000 0.0000 243.0;192.0000 1.1000 23.9000 81.0000 0.0000 195.88;87.0000 1.8000 21.5000 76.0000 0.0000 163.79;41.0000 1.8000 19.8000 71.0000 0.0000 186.2"
"C","1","[17:40:00 18:00:00)","5","190.0000 1.6000 31.3000 67.0000 0.0000 171.07;184.0000 1.5000 32.8000 63.0000 0.0000 230.0;336.0000 3.3000 26.3000 84.0000 0.0000 206.94;29.0000 1.1000 26.7000 53.0000 0.0000 135.88;320.0000 1.6000 25.9000 75.0000 0.0000 172.4;349.0000 1.9000 24.2000 89.0000 0.0000 198.68;82.0000 2.0000 23.4000 79.0000 0.0000 144.66;334.0000 1.4000 21.7000 89.0000 0.0000 240.22;353.0000 2.5000 20.9000 98.0000 2.5000 275.86;354.0000 1.8000 18.2000 87.0000 0.0000 281.87"
"C","1","[17:40:00 18:00:00)","6","150.0000 1.2000 33.6000 61.0000 0.0000 233.29;57.0000 1.9000 31.8000 71.0000 0.0000 289.08;103.0000 1.8000 28.6000 79.0000 0.0000 144.3;108.0000 2.0000 26.7000 60.0000 0.0000 114.9;214.0000 1.4000 25.6000 74.0000 0.0000 380.63;22.0000 3.9000 24.4000 78.0000 0.0000 185.38;73.0000 1.5000 23.7000 82.0000 0.0000 215.32;322.0000 2.2000 24.1000 94.0000 0.0000 160.08;15.0000 5.5000 18.6000 60.0000 0.0000 144.56;999017.0000 0.0000 19.8000 97.0000 0.0000 156.18"
"C","1","[17:40:00 18:00:00)","7","190.0000 1.4000 33.3000 65.0000 0.0000 128.5;126.0000 1.9000 30.4000 65.0000 0.0000 179.91;95.0000 4.0000 29.5000 66.0000 0.0000 215.18;50.0000 1.7000 30.7000 75.0000 0.0000 174.42;324.0000 3.0000 23.9000 55.0000 0.0000 114.99;295.0000 1.8000 20.0000 94.0000 0.0000 185.39;12.0000 5.5000 23.3000 68.0000 0.0000 183.96;53.0000 1.4000 24.4000 85.0000 0.0000 230.75;358.0000 2.3000 23.2000 93.0000 0.0000 184.39;57.0000 4.4000 17.1000 60.0000 0.0000 198.68;7.0000 2.1000 21.9000 80.0000 0.0000 180.95"
"C","1","[17:40:00 18:00:00)","1","271.0000 0.6000 32.9000 69.0000 0.0000 204.5;125.0000 1.4000 30.9000 76.0000 0.0000 205.97;60.0000 1.7000 30.8000 77.0000 0.0000 135.48;90.0000 0.8000 29.8000 70.0000 0.0000 129.86;96.0000 0.4000 23.4000 81.0000 0.0000 194.67;18.0000 2.6000 21.4000 80.0000 0.0000 230.17;315.0000 0.8000 25.4000 86.0000 0.0000 338.6;62.0000 3.1000 23.1000 76.0000 0.0000 179.72"
"C","1","[18:00:00 18:20:00)","2","198.0000 2.1000 27.7000 88.0000 0.0000 202.21;221.0000 1.8000 24.7000 96.0000 3.6000 198.81;93.0000 1.3000 27.9000 91.0000 0.0000 150.51;56.0000 1.7000 26.2000 95.0000 1.2000 253.75;335.0000 2.0000 20.3000 90.0000 0.0000 192.13;347.0000 2.3000 18.8000 73.0000 0.0000 250.1"
"C","1","[18:00:00 18:20:00)","3","210.0000 2.5000 29.0000 69.0000 0.0000 213.84;249.0000 1.7000 25.4000 60.0000 0.0000 123.35;5.0000 0.8000 21.5000 94.0000 0.0000 159.62;349.0000 2.4000 22.1000 98.0000 0.2000 328.91;38.0000 5.5000 22.0000 94.0000 1.2000 331.38;84.0000 2.0000 24.2000 86.0000 0.0000 179.76;327.0000 1.9000 18.9000 83.0000 0.0000 186.11"
"C","1","[18:00:00 18:20:00)","5","205.0000 2.1000 29.8000 74.0000 0.0000 196.31;230.0000 0.9000 30.9000 71.0000 0.0000 177.08;295.0000 2.4000 28.6000 83.0000 0.0000 159.83;244.0000 0.7000 28.4000 83.0000 0.0000 166.41;357.0000 3.0000 25.8000 77.0000 0.0000 231.69;327.0000 1.4000 25.1000 73.0000 0.0000 160.01;330.0000 3.6000 24.9000 80.0000 0.0000 190.31;336.0000 3.2000 22.7000 86.0000 0.0000 151.95;319.0000 0.9000 20.9000 96.0000 0.0000 118.38;342.0000 4.1000 20.4000 97.0000 2.0000 221.05;202.0000 1.1000 18.4000 89.0000 0.0000 262.06"
"C","1","[18:00:00 18:20:00)","6","213.0000 1.1000 31.1000 71.0000 0.0000 199.65;162.0000 2.4000 30.7000 68.0000 0.0000 182.53;111.0000 1.4000 27.7000 81.0000 0.0000 158.36;269.0000 0.7000 29.0000 78.0000 0.0000 179.48;21.0000 0.8000 24.0000 74.0000 0.1000 457.93;355.0000 3.7000 23.1000 84.0000 0.0000 258.29;325.0000 1.4000 21.9000 91.0000 0.0000 168.8;334.0000 0.8000 23.5000 95.0000 0.0000 176.25;215.0000 1.7000 19.7000 97.0000 0.0000 208.13"
"C","1","[18:00:00 18:20:00)","7","113.0000 0.5000 31.1000 72.0000 0.0000 150.64;115.0000 1.9000 29.2000 70.0000 0.0000 141.49;67.0000 1.5000 26.2000 77.0000 0.0000 153.88;322.0000 1.8000 19.6000 95.0000 0.0000 314.0;350.0000 2.8000 21.8000 76.0000 0.0000 159.75;11.0000 0.9000 22.8000 87.0000 0.0000 221.04;5.0000 1.0000 22.7000 91.0000 0.0000 196.04;4.0000 1.3000 15.4000 67.0000 0.0000 241.73;344.0000 2.0000 21.3000 83.0000 0.0000 241.96"
"C","1","[18:00:00 18:20:00)","1","201.0000 1.4000 31.2000 76.0000 0.0000 175.41;177.0000 2.5000 30.3000 69.0000 0.0000 78.9;67.0000 1.6000 26.7000 85.0000 0.0000 178.92;347.0000 1.3000 20.8000 80.0000 0.0000 156.05;341.0000 1.5000 19.1000 92.0000 0.0000 267.11"
"C","1","[18:00:00 18:20:00)","4","228.0000 2.7000 30.7000 70.0000 0.0000 159.0;206.0000 1.5000 25.2000 95.0000 0.0000 255.99;350.0000 1.6000 22.6000 85.0000 0.0000 162.77;115.0000 1.6000 22.9000 97.0000 3.5000 216.7;33.0000 1.1000 21.9000 84.0000 0.0000 136.51;4.0000 1.5000 20.9000 80.0000 0.0000 125.21"
"C","1","[18:20:00 18:40:00)","2","198.0000 2.1000 27.7000 88.0000 0.0000 360.56;221.0000 1.8000 24.7000 96.0000 3.6000 256.27;93.0000 1.3000 27.9000 91.0000 0.0000 142.52;342.0000 2.9000 21.1000 95.0000 0.3000 146.43;327.0000 1.4000 19.4000 74.0000 0.0000 337.95;335.0000 2.0000 20.3000 90.0000 0.0000 362.02;347.0000 2.3000 18.8000 73.0000 0.0000 239.56"
"C","1","[18:20:00 18:40:00)","4","207.0000 2.4000 29.9000 70.0000 0.0000 224.42;206.0000 1.5000 25.2000 95.0000 0.0000 221.95;350.0000 1.6000 22.6000 85.0000 0.0000 282.77;354.0000 1.8000 19.6000 97.0000 0.2000 280.56;4.0000 1.5000 20.9000 80.0000 0.0000 222.25;352.0000 1.5000 19.1000 75.0000 0.0000 324.87"
"C","1","[18:20:00 18:40:00)","7","113.0000 0.5000 31.1000 72.0000 0.0000 214.44;115.0000 1.9000 29.2000 70.0000 0.0000 178.27;85.0000 1.6000 27.8000 74.0000 0.0000 105.79;340.0000 1.5000 27.3000 93.0000 0.0000 122.74;322.0000 1.8000 19.6000 95.0000 0.0000 422.8;350.0000 2.8000 21.8000 76.0000 0.0000 224.67;11.0000 0.9000 22.8000 87.0000 0.0000 263.26;5.0000 1.0000 22.7000 91.0000 0.0000 198.97;4.0000 1.3000 15.4000 67.0000 0.0000 352.76;344.0000 2.0000 21.3000 83.0000 0.0000 291.4"
"C","1","[18:20:00 18:40:00)","1","201.0000 1.4000 31.2000 76.0000 0.0000 183.94;112.0000 1.2000 28.1000 77.0000 0.0000 203.41;67.0000 1.6000 26.7000 85.0000 0.0000 187.78;320.0000 2.0000 22.0000 87.0000 0.0000 169.1;46.0000 1.3000 24.7000 92.0000 0.0000 277.5;347.0000 1.3000 20.8000 80.0000 0.0000 223.45"
"C","1","[18:20:00 18:40:00)","5","230.0000 0.9000 30.9000 71.0000 0.0000 197.47;295.0000 2.4000 28.6000 83.0000 0.0000 154.68;316.0000 0.9000 29.7000 76.0000 0.0000 271.18;327.0000 1.4000 25.1000 73.0000 0.0000 131.66;336.0000 3.2000 22.7000 86.0000 0.0000 132.7;317.0000 1.8000 21.4000 88.0000 0.0000 232.06;319.0000 0.9000 20.9000 96.0000 0.0000 360.48;342.0000 4.1000 20.4000 97.0000 2.0000 377.24"
"C","1","[18:20:00 18:40:00)","6","162.0000 2.4000 30.7000 68.0000 0.0000 194.63;111.0000 1.4000 27.7000 81.0000 0.0000 139.97;50.0000 1.8000 24.5000 82.0000 0.0000 193.96;325.0000 1.4000 21.9000 91.0000 0.0000 220.5;334.0000 0.8000 23.5000 95.0000 0.0000 150.03;340.0000 2.4000 16.4000 73.0000 0.0000 272.23;215.0000 1.7000 19.7000 97.0000 0.0000 163.19"
"C","1","[18:20:00 18:40:00)","3","5.0000 0.8000 21.5000 94.0000 0.0000 164.01;38.0000 5.5000 22.0000 94.0000 1.2000 179.38;84.0000 2.0000 24.2000 86.0000 0.0000 177.62"
"C","1","[18:40:00 19:00:00)","2","198.0000 2.1000 27.7000 88.0000 0.0000 168.36;221.0000 1.8000 24.7000 96.0000 3.6000 259.49;93.0000 1.3000 27.9000 91.0000 0.0000 211.48;331.0000 1.6000 19.8000 95.0000 0.0000 293.98;327.0000 1.4000 19.4000 74.0000 0.0000 336.16;56.0000 1.7000 26.2000 95.0000 1.2000 180.21"
"C","1","[18:40:00 19:00:00)","3","210.0000 2.5000 29.0000 69.0000 0.0000 154.72;281.0000 0.9000 30.1000 69.0000 0.0000 150.27;226.0000 1.8000 26.0000 85.0000 0.0000 155.15;5.0000 0.8000 21.5000 94.0000 0.0000 187.38;349.0000 2.4000 22.1000 98.0000 0.2000 332.42;38.0000 5.5000 22.0000 94.0000 1.2000 249.05;84.0000 2.0000 24.2000 86.0000 0.0000 178.97;327.0000 1.9000 18.9000 83.0000 0.0000 219.0"
"C","1","[18:40:00 19:00:00)","5","205.0000 2.1000 29.8000 74.0000 0.0000 239.98;327.0000 1.4000 25.1000 73.0000 0.0000 196.87;330.0000 3.6000 24.9000 80.0000 0.0000 280.02;336.0000 3.2000 22.7000 86.0000 0.0000 187.77;317.0000 1.8000 21.4000 88.0000 0.0000 181.86;319.0000 0.9000 20.9000 96.0000 0.0000 257.57;202.0000 1.1000 18.4000 89.0000 0.0000 198.96"
"C","1","[18:40:00 19:00:00)","6","213.0000 1.1000 31.1000 71.0000 0.0000 170.88;162.0000 2.4000 30.7000 68.0000 0.0000 155.56;50.0000 1.8000 24.5000 82.0000 0.0000 169.27;21.0000 0.8000 24.0000 74.0000 0.1000 209.94;355.0000 3.7000 23.1000 84.0000 0.0000 193.95;325.0000 1.4000 21.9000 91.0000 0.0000 250.52;334.0000 0.8000 23.5000 95.0000 0.0000 192.54;340.0000 2.4000 16.4000 73.0000 0.0000 197.52;215.0000 1.7000 19.7000 97.0000 0.0000 223.05"
"C","1","[18:40:00 19:00:00)","1","201.0000 1.4000 31.2000 76.0000 0.0000 179.37;177.0000 2.5000 30.3000 69.0000 0.0000 148.45;112.0000 1.2000 28.1000 77.0000 0.0000 191.85;67.0000 1.6000 26.7000 85.0000 0.0000 133.3;320.0000 2.0000 22.0000 87.0000 0.0000 171.05;46.0000 1.3000 24.7000 92.0000 0.0000 132.96;347.0000 1.3000 20.8000 80.0000 0.0000 160.33"
"C","1","[18:40:00 19:00:00)","4","228.0000 2.7000 30.7000 70.0000 0.0000 171.54;206.0000 1.5000 25.2000 95.0000 0.0000 175.87;218.0000 3.3000 22.8000 73.0000 0.0000 167.13;350.0000 1.6000 22.6000 85.0000 0.0000 283.6;354.0000 1.8000 19.6000 97.0000 0.2000 247.59;4.0000 1.5000 20.9000 80.0000 0.0000 232.25;352.0000 1.5000 19.1000 75.0000 0.0000 239.65"
"C","1","[18:40:00 19:00:00)","7","115.0000 1.9000 29.2000 70.0000 0.0000 124.66;67.0000 1.5000 26.2000 77.0000 0.0000 161.0;322.0000 1.8000 19.6000 95.0000 0.0000 362.12;350.0000 2.8000 21.8000 76.0000 0.0000 212.92;11.0000 0.9000 22.8000 87.0000 0.0000 444.56;5.0000 1.0000 22.7000 91.0000 0.0000 181.92;4.0000 1.3000 15.4000 67.0000 0.0000 240.55"
"C","3","[08:00:00 08:20:00)","2","239.0000 1.9000 31.8000 64.0000 0.0000 120.73;254.0000 2.2000 38.4000 43.0000 0.0000 110.61;216.0000 2.8000 37.3000 44.0000 0.0000 173.74;59.0000 2.0000 31.7000 70.0000 0.0000 143.27;66.0000 2.4000 25.8000 68.0000 0.0000 108.18;7.0000 4.6000 26.9000 43.0000 0.0000 276.74;329.0000 1.3000 24.5000 71.0000 0.0000 157.98"
"C","3","[08:00:00 08:20:00)","3","199.0000 4.7000 37.1000 41.0000 0.0000 155.16;189.0000 1.7000 38.6000 42.0000 0.0000 223.8;160.0000 2.3000 34.6000 51.0000 0.0000 170.64;328.0000 3.0000 26.2000 56.0000 0.0000 112.29;92.0000 7.5000 26.2000 94.0000 5.5000 172.21;126.0000 1.5000 26.5000 64.0000 0.0000 143.43;100.0000 3.1000 22.1000 59.0000 0.0000 175.34"
"C","3","[08:00:00 08:20:00)","6","206.0000 1.8000 38.3000 42.0000 0.0000 109.62;356.0000 2.6000 39.0000 43.0000 0.0000 269.77;310.0000 4.1000 29.3000 50.0000 0.0000 126.26;348.0000 5.0000 27.6000 64.0000 0.0000 116.39;222.0000 1.4000 27.3000 75.0000 0.0000 248.35"
"C","3","[08:00:00 08:20:00)","7","285.0000 1.7000 38.8000 40.0000 0.0000 207.95;39.0000 3.4000 35.8000 49.0000 0.0000 207.11;52.0000 3.4000 35.2000 51.0000 0.0000 156.36;174.0000 2.8000 22.2000 73.0000 0.0000 150.38;85.0000 2.9000 29.9000 58.0000 0.0000 158.45;208.0000 2.3000 32.8000 52.0000 0.0000 104.67;54.0000 3.5000 21.7000 49.0000 0.0000 167.85"
"C","3","[08:00:00 08:20:00)","1","86.0000 4.1000 34.7000 50.0000 0.0000 195.53;97.0000 4.8000 34.2000 60.0000 0.0000 223.86;37.0000 4.1000 30.3000 56.0000 0.0000 132.38"
"C","3","[08:00:00 08:20:00)","4","62.0000 4.5000 35.2000 45.0000 0.0000 125.63;59.0000 1.5000 23.9000 82.0000 0.8000 139.09;48.0000 2.3000 21.6000 63.0000 0.0000 194.72"
"C","3","[08:00:00 08:20:00)","5","124.0000 2.1000 34.2000 38.0000 0.0000 142.24;211.0000 2.0000 27.2000 81.0000 0.0000 171.51;164.0000 1.0000 24.7000 80.0000 0.0000 170.22;299.0000 2.5000 20.0000 96.0000 0.0000 90.12"
"C","3","[08:20:00 08:40:00)","2","239.0000 1.9000 31.8000 64.0000 0.0000 143.37;254.0000 2.2000 38.4000 43.0000 0.0000 174.83;216.0000 2.8000 37.3000 44.0000 0.0000 195.54;59.0000 2.0000 31.7000 70.0000 0.0000 242.59;289.0000 1.7000 32.9000 66.0000 0.0000 204.69;329.0000 1.3000 24.5000 71.0000 0.0000 126.82;64.0000 3.0000 23.8000 50.0000 0.0000 131.44"
"C","3","[08:20:00 08:40:00)","3","199.0000 4.7000 37.1000 41.0000 0.0000 273.14;160.0000 2.3000 34.6000 51.0000 0.0000 183.19;219.0000 4.3000 32.4000 31.0000 0.0000 174.6;335.0000 2.1000 23.0000 83.0000 0.0000 137.16;328.0000 3.0000 26.2000 56.0000 0.0000 314.07;92.0000 7.5000 26.2000 94.0000 5.5000 113.4;126.0000 1.5000 26.5000 64.0000 0.0000 139.65"
"C","3","[08:20:00 08:40:00)","4","205.0000 4.7000 37.2000 44.0000 0.0000 166.15;202.0000 3.3000 38.6000 43.0000 0.0000 349.79;62.0000 4.5000 35.2000 45.0000 0.0000 117.03;220.0000 4.8000 30.4000 46.0000 0.0000 153.18;355.0000 6.9000 21.0000 95.0000 0.1000 150.58;59.0000 1.5000 23.9000 82.0000 0.8000 115.87;48.0000 2.3000 21.6000 63.0000 0.0000 108.52"
"C","3","[08:20:00 08:40:00)","6","206.0000 1.8000 38.3000 42.0000 0.0000 171.84;50.0000 4.0000 37.0000 47.0000 0.0000 164.52;137.0000 1.4000 35.1000 58.0000 0.0000 216.71;356.0000 2.6000 39.0000 43.0000 0.0000 193.53;105.0000 1.9000 28.1000 54.0000 0.0000 189.1;54.0000 3.8000 29.6000 55.0000 0.0000 467.05;222.0000 1.4000 27.3000 75.0000 0.0000 147.99;17.0000 3.6000 22.1000 72.0000 0.0000 95.48"
"C","3","[08:20:00 08:40:00)","7","39.0000 3.4000 35.8000 49.0000 0.0000 188.29;92.0000 3.9000 34.9000 53.0000 0.0000 106.57;52.0000 3.4000 35.2000 51.0000 0.0000 242.25;4.0000 5.9000 31.0000 29.0000 0.0000 117.76;208.0000 2.3000 32.8000 52.0000 0.0000 154.12;54.0000 3.5000 21.7000 49.0000 0.0000 128.33"
"C","3","[08:20:00 08:40:00)","1","65.0000 2.5000 34.4000 56.0000 0.0000 222.37;86.0000 4.1000 34.7000 50.0000 0.0000 278.12;333.0000 2.0000 30.1000 35.0000 0.0000 106.8;37.0000 4.1000 30.3000 56.0000 0.0000 168.91"
"C","3","[08:20:00 08:40:00)","5","88.0000 1.6000 33.7000 57.0000 0.0000 276.67;156.0000 2.1000 37.9000 43.0000 0.0000 293.46;211.0000 2.0000 27.2000 81.0000 0.0000 135.9;164.0000 1.0000 24.7000 80.0000 0.0000 98.3"
"C","3","[08:40:00 09:00:00)","3","199.0000 4.7000 37.1000 41.0000 0.0000 229.15;58.0000 3.2000 33.9000 62.0000 0.0000 217.82;100.0000 2.9000 36.0000 51.0000 0.0000 371.96;343.0000 3.3000 21.5000 97.0000 0.8000 143.31;328.0000 3.0000 26.2000 56.0000 0.0000 437.68;92.0000 7.5000 26.2000 94.0000 5.5000 113.03;126.0000 1.5000 26.5000 64.0000 0.0000 121.99;100.0000 3.1000 22.1000 59.0000 0.0000 258.09"
"C","3","[08:40:00 09:00:00)","6","206.0000 1.8000 38.3000 42.0000 0.0000 203.9;137.0000 1.4000 35.1000 58.0000 0.0000 220.24;356.0000 2.6000 39.0000 43.0000 0.0000 216.08;54.0000 3.8000 29.6000 55.0000 0.0000 156.69;222.0000 1.4000 27.3000 75.0000 0.0000 184.11;17.0000 3.6000 22.1000 72.0000 0.0000 86.51;334.0000 1.5000 20.3000 96.0000 0.1000 155.38"
